freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.169E-02	1.068E+00	
7.943E+02	4.189E-02	8.481E-01	
6.310E+02	4.212E-02	6.733E-01	
5.012E+02	4.236E-02	5.345E-01	
3.981E+02	4.261E-02	4.242E-01	
3.162E+02	4.285E-02	3.366E-01	
2.512E+02	4.312E-02	2.671E-01	
1.995E+02	4.338E-02	2.118E-01	
1.585E+02	4.365E-02	1.679E-01	
1.259E+02	4.388E-02	1.331E-01	
1.000E+02	4.413E-02	1.054E-01	
7.943E+01	4.446E-02	8.385E-02	
6.310E+01	4.466E-02	6.635E-02	
5.200E+01	4.485E-02	5.451E-02	
3.981E+01	4.507E-02	4.150E-02	
3.162E+01	4.526E-02	3.277E-02	
2.512E+01	4.545E-02	2.590E-02	
1.995E+01	4.555E-02	2.047E-02	
1.585E+01	4.569E-02	1.616E-02	
1.259E+01	4.579E-02	1.278E-02	
1.000E+01	4.589E-02	1.005E-02	
7.943E+00	4.593E-02	7.968E-03	
6.310E+00	4.603E-02	6.238E-03	
5.012E+00	4.611E-02	4.808E-03	
3.981E+00	4.604E-02	3.735E-03	
3.162E+00	4.617E-02	2.909E-03	
2.512E+00	4.618E-02	2.185E-03	
1.995E+00	4.623E-02	1.635E-03	
1.585E+00	4.623E-02	1.122E-03	
1.259E+00	4.633E-02	7.582E-04	
1.000E+00	4.643E-02	4.446E-04	
7.943E-01	4.645E-02	1.559E-04	
6.310E-01	4.655E-02	-2.216E-04	
5.012E-01	4.671E-02	-8.153E-05	
3.981E-01	4.676E-02	-4.157E-04	
3.162E-01	4.687E-02	-7.456E-04	
2.512E-01	4.703E-02	-9.277E-04	
1.995E-01	4.715E-02	-1.273E-03	
1.585E-01	4.734E-02	-1.593E-03	
1.259E-01	4.754E-02	-1.882E-03	
1.000E-01	4.779E-02	-2.235E-03	
7.943E-02	4.805E-02	-2.544E-03	
6.310E-02	4.826E-02	-3.030E-03	
5.012E-02	4.848E-02	-3.355E-03	
3.981E-02	4.892E-02	-3.995E-03	
3.162E-02	4.926E-02	-4.530E-03	
2.512E-02	2.507E-01	-7.553E-02	
1.995E-02	4.943E-02	-6.592E-03	
1.585E-02	5.079E-02	-7.308E-03	
1.259E-02	5.185E-02	-8.036E-03	
1.000E-02	5.309E-02	-8.983E-03	
