freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.203E-02	1.068E+00	
7.943E+02	4.227E-02	8.479E-01	
6.310E+02	4.249E-02	6.732E-01	
5.012E+02	4.276E-02	5.343E-01	
3.981E+02	4.305E-02	4.241E-01	
3.162E+02	4.332E-02	3.365E-01	
2.512E+02	4.362E-02	2.670E-01	
1.995E+02	4.390E-02	2.117E-01	
1.585E+02	4.417E-02	1.679E-01	
1.259E+02	4.442E-02	1.331E-01	
1.000E+02	4.470E-02	1.055E-01	
7.943E+01	4.501E-02	8.388E-02	
6.310E+01	4.519E-02	6.644E-02	
5.200E+01	4.535E-02	5.464E-02	
3.981E+01	4.553E-02	4.168E-02	
3.162E+01	4.568E-02	3.300E-02	
2.512E+01	4.580E-02	2.609E-02	
1.995E+01	4.592E-02	2.066E-02	
1.585E+01	4.598E-02	1.633E-02	
1.259E+01	4.603E-02	1.294E-02	
1.000E+01	4.611E-02	1.014E-02	
7.943E+00	4.617E-02	8.033E-03	
6.310E+00	4.623E-02	6.358E-03	
5.012E+00	4.620E-02	4.982E-03	
3.981E+00	4.634E-02	3.833E-03	
3.162E+00	4.632E-02	2.927E-03	
2.512E+00	4.631E-02	2.293E-03	
1.995E+00	4.637E-02	1.660E-03	
1.585E+00	4.647E-02	1.201E-03	
1.259E+00	4.643E-02	8.042E-04	
1.000E+00	4.650E-02	4.628E-04	
7.943E-01	4.657E-02	1.351E-04	
6.310E-01	4.669E-02	-1.314E-04	
5.012E-01	4.671E-02	-1.656E-04	
3.981E-01	4.696E-02	-3.609E-04	
3.162E-01	4.695E-02	-8.570E-04	
2.512E-01	4.708E-02	-1.159E-03	
1.995E-01	4.726E-02	-1.449E-03	
1.585E-01	4.743E-02	-1.668E-03	
1.259E-01	4.764E-02	-1.872E-03	
1.000E-01	4.788E-02	-2.367E-03	
7.943E-02	4.820E-02	-2.609E-03	
6.310E-02	4.842E-02	-3.060E-03	
5.012E-02	4.876E-02	-3.543E-03	
3.981E-02	4.902E-02	-4.223E-03	
3.162E-02	4.963E-02	-4.993E-03	
2.512E-02	4.995E-02	-5.659E-03	
1.995E-02	5.080E-02	-6.594E-03	
1.585E-02	5.141E-02	-7.769E-03	
1.259E-02	5.233E-02	-8.900E-03	
1.000E-02	5.369E-02	-1.012E-02	
