freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.202E-02	1.068E+00	
7.943E+02	4.222E-02	8.481E-01	
6.310E+02	4.241E-02	6.733E-01	
5.012E+02	4.267E-02	5.345E-01	
3.981E+02	4.291E-02	4.242E-01	
3.162E+02	4.316E-02	3.367E-01	
2.512E+02	4.342E-02	2.671E-01	
1.995E+02	4.367E-02	2.118E-01	
1.585E+02	4.391E-02	1.680E-01	
1.259E+02	4.415E-02	1.331E-01	
1.000E+02	4.440E-02	1.054E-01	
7.943E+01	4.471E-02	8.380E-02	
6.310E+01	4.493E-02	6.629E-02	
5.200E+01	4.510E-02	5.443E-02	
3.981E+01	4.536E-02	4.141E-02	
3.162E+01	4.553E-02	3.266E-02	
2.512E+01	4.572E-02	2.576E-02	
1.995E+01	4.587E-02	2.033E-02	
1.585E+01	4.603E-02	1.599E-02	
1.259E+01	4.618E-02	1.254E-02	
1.000E+01	4.633E-02	9.854E-03	
7.943E+00	4.645E-02	7.663E-03	
6.310E+00	4.654E-02	6.059E-03	
5.012E+00	4.662E-02	4.645E-03	
3.981E+00	4.670E-02	3.569E-03	
3.162E+00	4.673E-02	2.737E-03	
2.512E+00	4.684E-02	2.020E-03	
1.995E+00	4.686E-02	1.457E-03	
1.585E+00	4.689E-02	9.355E-04	
1.259E+00	4.708E-02	6.230E-04	
1.000E+00	4.713E-02	2.500E-04	
7.943E-01	4.725E-02	-7.582E-05	
6.310E-01	4.721E-02	-3.848E-04	
5.012E-01	4.749E-02	-4.860E-04	
3.981E-01	4.754E-02	-6.800E-04	
3.162E-01	4.765E-02	-9.909E-04	
2.512E-01	4.788E-02	-1.308E-03	
1.995E-01	4.798E-02	-1.565E-03	
1.585E-01	4.824E-02	-1.838E-03	
1.259E-01	4.839E-02	-2.204E-03	
1.000E-01	4.860E-02	-2.703E-03	
7.943E-02	4.892E-02	-3.122E-03	
6.310E-02	4.921E-02	-3.700E-03	
5.012E-02	4.969E-02	-4.315E-03	
3.981E-02	4.999E-02	-5.032E-03	
3.162E-02	5.045E-02	-5.881E-03	
2.512E-02	5.105E-02	-6.887E-03	
1.995E-02	5.182E-02	-7.935E-03	
1.585E-02	5.292E-02	-9.457E-03	
1.259E-02	5.386E-02	-1.091E-02	
1.000E-02	5.526E-02	-1.232E-02	
