freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.206E-02	1.068E+00	
7.943E+02	4.225E-02	8.481E-01	
6.310E+02	4.244E-02	6.734E-01	
5.012E+02	4.267E-02	5.345E-01	
3.981E+02	4.292E-02	4.242E-01	
3.162E+02	4.314E-02	3.367E-01	
2.512E+02	4.340E-02	2.671E-01	
1.995E+02	4.364E-02	2.119E-01	
1.585E+02	4.388E-02	1.680E-01	
1.259E+02	4.411E-02	1.331E-01	
1.000E+02	4.437E-02	1.054E-01	
7.943E+01	4.466E-02	8.375E-02	
6.310E+01	4.485E-02	6.624E-02	
5.200E+01	4.504E-02	5.434E-02	
3.981E+01	4.528E-02	4.133E-02	
3.162E+01	4.548E-02	3.255E-02	
2.512E+01	4.570E-02	2.560E-02	
1.995E+01	4.591E-02	2.008E-02	
1.585E+01	4.614E-02	1.574E-02	
1.259E+01	4.626E-02	1.224E-02	
1.000E+01	4.649E-02	9.502E-03	
7.943E+00	4.661E-02	7.351E-03	
6.310E+00	4.683E-02	5.659E-03	
5.012E+00	4.694E-02	4.267E-03	
3.981E+00	4.715E-02	3.183E-03	
3.162E+00	4.719E-02	2.345E-03	
2.512E+00	4.726E-02	1.715E-03	
1.995E+00	4.749E-02	1.128E-03	
1.585E+00	4.755E-02	5.623E-04	
1.259E+00	4.770E-02	2.196E-04	
1.000E+00	4.779E-02	-1.247E-04	
7.943E-01	4.792E-02	-4.613E-04	
6.310E-01	4.802E-02	-7.926E-04	
5.012E-01	4.815E-02	-8.084E-04	
3.981E-01	4.841E-02	-1.129E-03	
3.162E-01	4.854E-02	-1.559E-03	
2.512E-01	4.882E-02	-2.046E-03	
1.995E-01	4.897E-02	-2.326E-03	
1.585E-01	4.927E-02	-2.805E-03	
1.259E-01	4.954E-02	-3.236E-03	
1.000E-01	4.988E-02	-3.829E-03	
7.943E-02	5.021E-02	-4.560E-03	
6.310E-02	5.059E-02	-5.273E-03	
5.012E-02	5.105E-02	-6.215E-03	
3.981E-02	5.155E-02	-7.274E-03	
3.162E-02	5.220E-02	-8.503E-03	
2.512E-02	5.289E-02	-1.008E-02	
1.995E-02	5.382E-02	-1.189E-02	
1.585E-02	5.501E-02	-1.418E-02	
1.259E-02	5.612E-02	-1.675E-02	
1.000E-02	5.761E-02	-1.952E-02	
