time /s	I /mA	E /V
0.200	209.514	3.628
0.400	209.906	3.629
0.600	209.929	3.629
0.800	209.938	3.629
1.000	209.945	3.629
1.200	209.949	3.629
1.400	209.952	3.629
1.600	209.954	3.629
1.800	209.955	3.629
2.000	209.956	3.629
2.200	209.956	3.629
2.400	209.958	3.630
2.600	209.958	3.630
2.800	209.959	3.630
3.000	209.959	3.630
3.200	209.959	3.630
3.400	209.960	3.630
3.600	209.960	3.630
3.800	209.962	3.630
4.000	209.962	3.630
4.200	209.961	3.630
4.400	209.961	3.630
4.600	209.961	3.630
4.800	209.963	3.630
5.000	209.961	3.630
5.200	209.961	3.630
5.400	209.962	3.630
5.600	209.963	3.630
5.800	209.963	3.630
6.000	209.964	3.630
6.200	209.965	3.630
6.400	209.963	3.630
6.600	209.963	3.630
6.800	209.965	3.630
7.000	209.963	3.630
7.200	209.965	3.630
7.400	209.964	3.631
7.600	209.963	3.631
7.800	209.964	3.631
8.000	209.963	3.631
8.200	209.963	3.631
8.400	209.965	3.631
8.600	209.965	3.631
8.800	209.964	3.631
9.000	209.964	3.631
9.200	209.964	3.631
9.400	209.964	3.631
9.600	209.963	3.631
9.800	209.964	3.631
10.000	209.964	3.631
10.200	209.963	3.631
10.400	209.965	3.631
10.600	209.965	3.631
10.800	209.964	3.631
11.000	209.965	3.631
11.200	209.966	3.631
11.400	209.963	3.631
11.600	209.965	3.631
11.800	209.966	3.631
12.000	209.966	3.631
12.200	209.965	3.631
12.400	209.965	3.631
12.600	209.965	3.631
12.800	209.964	3.631
13.000	209.966	3.631
13.200	209.965	3.631
13.400	209.965	3.631
13.600	209.964	3.632
13.800	209.965	3.632
14.000	209.964	3.632
14.200	209.963	3.632
14.400	209.965	3.632
14.600	209.965	3.632
14.800	209.965	3.632
15.000	209.966	3.632
15.200	209.967	3.632
15.400	209.965	3.632
15.600	209.964	3.632
15.800	209.963	3.632
16.000	209.964	3.632
16.200	209.965	3.632
16.400	209.964	3.632
16.600	209.965	3.632
16.800	209.966	3.632
17.000	209.965	3.632
17.200	209.964	3.632
17.400	209.964	3.632
17.600	209.965	3.632
17.800	209.965	3.632
18.000	209.965	3.632
18.200	209.964	3.632
18.400	209.964	3.632
18.600	209.965	3.632
18.800	209.966	3.632
19.000	209.966	3.632
19.200	209.967	3.632
19.400	209.965	3.632
19.600	209.965	3.632
19.800	209.967	3.632
20.000	209.966	3.632
20.200	209.965	3.632
20.400	209.965	3.632
20.600	209.965	3.632
20.800	209.965	3.632
21.000	209.964	3.632
21.200	209.964	3.632
21.400	209.965	3.632
21.600	209.965	3.632
21.800	209.966	3.632
22.000	209.965	3.632
22.200	209.965	3.633
22.400	209.966	3.633
22.600	209.966	3.633
22.800	209.967	3.633
23.000	209.967	3.633
23.200	209.967	3.633
23.400	209.966	3.633
23.600	209.966	3.633
23.800	209.967	3.633
24.000	209.968	3.633
24.200	209.969	3.633
24.400	209.967	3.633
24.600	209.966	3.633
24.800	209.965	3.633
25.000	209.965	3.633
25.200	209.965	3.633
25.400	209.965	3.633
25.600	209.965	3.633
25.800	209.966	3.633
26.000	209.967	3.633
26.200	209.966	3.633
26.400	209.966	3.633
26.600	209.967	3.633
26.800	209.967	3.633
27.000	209.967	3.633
27.200	209.967	3.633
27.400	209.966	3.633
27.600	209.967	3.633
27.800	209.967	3.633
28.000	209.965	3.633
28.200	209.965	3.633
28.400	209.966	3.633
28.600	209.966	3.633
28.800	209.966	3.633
29.000	209.965	3.633
29.200	209.966	3.633
29.400	209.965	3.633
29.600	209.966	3.633
29.800	209.966	3.633
30.000	209.966	3.633
30.200	209.965	3.633
30.400	209.967	3.633
30.600	209.967	3.633
30.800	209.966	3.633
31.000	209.967	3.633
31.200	209.966	3.633
31.400	209.966	3.633
31.600	209.966	3.633
