time /s	I /mA	E /V
0.200	209.490	3.703
0.400	209.898	3.704
0.600	209.924	3.704
0.800	209.936	3.704
1.000	209.944	3.704
1.200	209.947	3.704
1.400	209.950	3.704
1.600	209.953	3.704
1.800	209.956	3.704
2.000	209.956	3.705
2.200	209.956	3.705
2.400	209.958	3.705
2.600	209.959	3.705
2.800	209.960	3.705
3.000	209.960	3.705
3.200	209.960	3.705
3.400	209.961	3.705
3.600	209.961	3.705
3.800	209.962	3.705
4.000	209.961	3.705
4.200	209.963	3.705
4.400	209.961	3.705
4.600	209.962	3.705
4.800	209.964	3.705
5.000	209.964	3.705
5.200	209.964	3.706
5.400	209.965	3.706
5.600	209.964	3.706
5.800	209.965	3.706
6.000	209.964	3.706
6.200	209.965	3.706
6.400	209.966	3.706
6.600	209.964	3.706
6.800	209.964	3.706
7.000	209.964	3.706
7.200	209.965	3.706
7.400	209.966	3.706
7.600	209.965	3.706
7.800	209.965	3.706
8.000	209.966	3.706
8.200	209.966	3.706
8.400	209.967	3.706
8.600	209.966	3.706
8.800	209.966	3.706
9.000	209.967	3.706
9.200	209.967	3.706
9.400	209.967	3.706
9.600	209.966	3.706
9.800	209.967	3.707
10.000	209.968	3.707
10.200	209.969	3.707
10.400	209.967	3.707
10.600	209.967	3.707
10.800	209.968	3.707
11.000	209.966	3.707
11.200	209.968	3.707
11.400	209.967	3.707
11.600	209.968	3.707
11.800	209.967	3.707
12.000	209.967	3.707
12.200	209.966	3.707
12.400	209.966	3.707
12.600	209.967	3.707
12.800	209.967	3.707
13.000	209.968	3.707
13.200	209.968	3.707
13.400	209.968	3.707
13.600	209.969	3.707
13.800	209.967	3.707
14.000	209.967	3.707
14.200	209.969	3.707
14.400	209.968	3.707
14.600	209.968	3.707
14.800	209.968	3.707
15.000	209.968	3.707
15.200	209.965	3.707
15.400	209.966	3.707
15.600	209.966	3.707
15.800	209.968	3.707
16.000	209.968	3.708
16.200	209.968	3.708
16.400	209.967	3.708
16.600	209.967	3.708
16.800	209.966	3.708
17.000	209.968	3.708
17.200	209.969	3.708
17.400	209.967	3.708
17.600	209.968	3.708
17.800	209.968	3.708
18.000	209.968	3.708
18.200	209.970	3.708
18.400	209.969	3.708
18.600	209.968	3.708
18.800	209.970	3.708
19.000	209.969	3.708
19.200	209.969	3.708
19.400	209.969	3.708
19.600	209.968	3.708
19.800	209.969	3.708
20.000	209.968	3.708
20.200	209.969	3.708
20.400	209.969	3.708
20.600	209.969	3.708
20.800	209.968	3.708
21.000	209.968	3.708
21.200	209.968	3.708
21.400	209.969	3.708
21.600	209.968	3.708
21.800	209.969	3.708
22.000	209.969	3.708
22.200	209.969	3.708
22.400	209.968	3.708
22.600	209.968	3.708
22.800	209.969	3.708
23.000	209.969	3.708
23.200	209.970	3.708
23.400	209.968	3.708
23.600	209.968	3.708
23.800	209.968	3.708
24.000	209.968	3.708
24.200	209.967	3.708
24.400	209.968	3.709
24.600	209.969	3.709
24.800	209.968	3.709
25.000	209.969	3.709
25.200	209.968	3.709
25.400	209.966	3.709
25.600	209.969	3.709
25.800	209.968	3.709
26.000	209.968	3.709
26.200	209.968	3.709
26.400	209.968	3.709
26.600	209.970	3.709
26.800	209.969	3.709
27.000	209.969	3.709
27.200	209.970	3.709
27.400	209.970	3.709
27.600	209.969	3.709
27.800	209.968	3.709
28.000	209.968	3.709
28.200	209.967	3.709
28.400	209.968	3.709
28.600	209.968	3.709
28.800	209.969	3.709
29.000	209.969	3.709
29.200	209.969	3.709
29.400	209.968	3.709
29.600	209.968	3.709
29.800	209.970	3.709
30.000	209.969	3.709
30.200	209.970	3.709
30.400	209.969	3.709
30.600	209.970	3.709
30.800	209.969	3.709
31.000	209.969	3.709
31.200	209.967	3.709
31.400	209.967	3.709
31.600	209.969	3.709
31.800	209.970	3.709
32.000	209.971	3.709
32.200	209.969	3.709
32.400	209.970	3.709
32.600	209.969	3.709
32.800	209.969	3.709
33.000	209.969	3.709
33.200	209.969	3.709
33.400	209.971	3.709
33.600	209.970	3.709
33.800	209.970	3.710
34.000	209.970	3.709
34.200	209.970	3.710
34.400	209.969	3.710
34.600	209.968	3.710
34.800	209.967	3.710
35.000	209.969	3.710
35.200	209.969	3.710
35.400	209.970	3.710
35.600	209.968	3.710
35.800	209.968	3.710
36.000	209.969	3.710
36.200	209.970	3.710
36.400	209.969	3.710
36.600	209.970	3.710
36.800	209.969	3.710
37.000	209.969	3.710
37.200	209.970	3.710
37.400	209.970	3.710
37.600	209.969	3.710
37.800	209.970	3.710
38.000	209.970	3.710
38.200	209.970	3.710
38.400	209.969	3.710
38.600	209.970	3.710
38.800	209.969	3.710
39.000	209.970	3.710
39.200	209.968	3.710
39.400	209.969	3.710
39.600	209.969	3.710
39.800	209.970	3.710
40.000	209.971	3.710
40.200	209.969	3.710
40.400	209.968	3.710
40.600	209.968	3.710
40.800	209.970	3.710
41.000	209.971	3.710
41.200	209.970	3.710
41.400	209.971	3.710
41.600	209.968	3.710
41.800	209.971	3.710
42.000	209.971	3.710
42.200	209.968	3.710
42.400	209.970	3.710
42.600	209.969	3.710
42.800	209.972	3.710
43.000	209.972	3.710
43.200	209.972	3.710
43.400	209.971	3.710
43.600	209.971	3.710
