freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.185E-02	1.068E+00	
7.943E+02	4.207E-02	8.480E-01	
6.310E+02	4.227E-02	6.732E-01	
5.012E+02	4.253E-02	5.344E-01	
3.981E+02	4.281E-02	4.241E-01	
3.162E+02	4.307E-02	3.366E-01	
2.512E+02	4.334E-02	2.670E-01	
1.995E+02	4.361E-02	2.118E-01	
1.585E+02	4.387E-02	1.679E-01	
1.259E+02	4.415E-02	1.330E-01	
1.000E+02	4.439E-02	1.054E-01	
7.943E+01	4.473E-02	8.381E-02	
6.310E+01	4.494E-02	6.635E-02	
5.200E+01	4.513E-02	5.448E-02	
3.981E+01	4.534E-02	4.148E-02	
3.162E+01	4.554E-02	3.279E-02	
2.512E+01	4.569E-02	2.592E-02	
1.995E+01	4.585E-02	2.048E-02	
1.585E+01	4.596E-02	1.614E-02	
1.259E+01	4.606E-02	1.277E-02	
1.000E+01	4.615E-02	1.004E-02	
7.943E+00	4.623E-02	7.924E-03	
6.310E+00	4.622E-02	6.206E-03	
5.012E+00	4.623E-02	4.847E-03	
3.981E+00	4.639E-02	3.735E-03	
3.162E+00	4.634E-02	2.825E-03	
2.512E+00	4.645E-02	2.147E-03	
1.995E+00	4.649E-02	1.563E-03	
1.585E+00	4.645E-02	1.182E-03	
1.259E+00	4.657E-02	7.759E-04	
1.000E+00	4.667E-02	3.787E-04	
7.943E-01	4.672E-02	5.705E-05	
6.310E-01	4.679E-02	-1.074E-04	
5.012E-01	4.688E-02	-3.679E-04	
3.981E-01	4.700E-02	-4.132E-04	
3.162E-01	4.711E-02	-8.368E-04	
2.512E-01	4.722E-02	-9.864E-04	
1.995E-01	4.741E-02	-1.271E-03	
1.585E-01	4.745E-02	-1.620E-03	
1.259E-01	4.786E-02	-1.936E-03	
1.000E-01	4.800E-02	-2.242E-03	
7.943E-02	4.826E-02	-2.591E-03	
6.310E-02	4.852E-02	-3.082E-03	
5.012E-02	4.887E-02	-3.488E-03	
3.981E-02	4.920E-02	-4.042E-03	
3.162E-02	4.978E-02	-4.753E-03	
2.512E-02	5.017E-02	-5.569E-03	
1.995E-02	5.072E-02	-6.294E-03	
1.585E-02	5.160E-02	-7.433E-03	
1.259E-02	5.248E-02	-8.551E-03	
1.000E-02	5.369E-02	-9.437E-03	
