freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.199E-02	1.068E+00	
7.943E+02	4.220E-02	8.480E-01	
6.310E+02	4.242E-02	6.732E-01	
5.012E+02	4.269E-02	5.344E-01	
3.981E+02	4.297E-02	4.241E-01	
3.162E+02	4.323E-02	3.366E-01	
2.512E+02	4.351E-02	2.670E-01	
1.995E+02	4.379E-02	2.118E-01	
1.585E+02	4.407E-02	1.679E-01	
1.259E+02	4.432E-02	1.331E-01	
1.000E+02	4.455E-02	1.055E-01	
7.943E+01	4.486E-02	8.392E-02	
6.310E+01	4.507E-02	6.649E-02	
5.200E+01	4.521E-02	5.467E-02	
3.981E+01	4.540E-02	4.172E-02	
3.162E+01	4.552E-02	3.301E-02	
2.512E+01	4.564E-02	2.613E-02	
1.995E+01	4.577E-02	2.067E-02	
1.585E+01	4.582E-02	1.639E-02	
1.259E+01	4.590E-02	1.299E-02	
1.000E+01	4.594E-02	1.021E-02	
7.943E+00	4.599E-02	8.044E-03	
6.310E+00	4.608E-02	6.305E-03	
5.012E+00	4.604E-02	4.920E-03	
3.981E+00	4.606E-02	3.918E-03	
3.162E+00	4.615E-02	2.946E-03	
2.512E+00	4.617E-02	2.223E-03	
1.995E+00	4.622E-02	1.688E-03	
1.585E+00	4.626E-02	1.220E-03	
1.259E+00	4.623E-02	7.192E-04	
1.000E+00	4.631E-02	3.932E-04	
7.943E-01	4.635E-02	1.180E-04	
6.310E-01	4.635E-02	-1.707E-04	
5.012E-01	4.661E-02	6.129E-06	
3.981E-01	4.672E-02	-4.365E-04	
3.162E-01	4.679E-02	-6.630E-04	
2.512E-01	4.695E-02	-1.009E-03	
1.995E-01	4.706E-02	-1.203E-03	
1.585E-01	4.727E-02	-1.484E-03	
1.259E-01	2.336E-01	-6.856E-02	
1.000E-01	4.636E-02	-2.694E-03	
7.943E-02	4.820E-02	-2.508E-03	
6.310E-02	4.774E-02	-2.885E-03	
5.012E-02	4.833E-02	-2.979E-03	
3.981E-02	4.905E-02	-3.655E-03	
3.162E-02	4.914E-02	-4.652E-03	
2.512E-02	4.945E-02	-5.218E-03	
1.995E-02	5.005E-02	-5.790E-03	
1.585E-02	5.089E-02	-6.726E-03	
1.259E-02	5.200E-02	-7.697E-03	
1.000E-02	5.310E-02	-8.926E-03	
