time /s	I /mA	E /V
0.200	209.521	4.090
0.400	209.909	4.090
0.600	209.932	4.090
0.800	209.944	4.090
1.000	209.949	4.091
1.200	209.954	4.091
1.400	209.955	4.091
1.600	209.958	4.091
1.800	209.962	4.091
2.000	209.961	4.091
2.200	209.964	4.091
2.400	209.964	4.091
2.600	209.964	4.091
2.800	209.963	4.091
3.000	209.964	4.091
3.200	209.964	4.091
3.400	209.968	4.091
3.600	209.966	4.091
3.800	209.967	4.091
4.000	209.966	4.092
4.200	209.967	4.092
4.400	209.967	4.092
4.600	209.968	4.092
4.800	209.970	4.092
5.000	209.969	4.092
5.200	209.969	4.092
5.400	209.969	4.092
5.600	209.971	4.092
5.800	209.970	4.092
6.000	209.971	4.092
6.200	209.969	4.092
6.400	209.969	4.092
6.600	209.970	4.092
6.800	209.969	4.092
7.000	209.970	4.092
7.200	209.970	4.092
7.400	209.968	4.092
7.600	209.970	4.092
7.800	209.970	4.092
8.000	209.968	4.092
8.200	209.968	4.092
8.400	209.969	4.092
8.600	209.972	4.092
8.800	209.971	4.093
9.000	209.972	4.093
9.200	209.972	4.093
9.400	209.971	4.093
9.600	209.972	4.093
9.800	209.971	4.093
10.000	209.971	4.093
10.200	209.971	4.093
10.400	209.971	4.093
10.600	209.971	4.093
10.800	209.970	4.093
11.000	209.971	4.093
11.200	209.972	4.093
11.400	209.971	4.093
11.600	209.970	4.093
11.800	209.970	4.093
12.000	209.969	4.093
12.200	209.971	4.093
12.400	209.971	4.093
12.600	209.971	4.093
12.800	209.970	4.093
13.000	209.974	4.093
13.200	209.972	4.093
13.400	209.972	4.093
13.600	209.973	4.093
13.800	209.972	4.093
14.000	209.972	4.093
14.200	209.974	4.093
14.400	209.974	4.093
14.600	209.972	4.094
14.800	209.971	4.094
15.000	209.971	4.094
15.200	209.972	4.094
15.400	209.973	4.094
15.600	209.973	4.094
15.800	209.973	4.094
16.000	209.974	4.094
16.200	209.975	4.094
16.400	209.973	4.094
16.600	209.974	4.094
16.800	209.974	4.094
17.000	209.974	4.094
17.200	209.972	4.094
17.400	209.974	4.094
17.600	209.973	4.094
17.800	209.974	4.094
18.000	209.972	4.094
18.200	209.973	4.094
18.400	209.973	4.094
18.600	209.973	4.094
18.800	209.973	4.094
19.000	209.975	4.094
19.200	209.975	4.094
19.400	209.975	4.094
19.600	209.975	4.094
19.800	209.973	4.094
20.000	209.975	4.094
20.200	209.974	4.094
20.400	209.974	4.094
20.600	209.974	4.094
20.800	209.975	4.094
21.000	209.974	4.094
21.200	209.975	4.094
21.400	209.973	4.094
21.600	209.973	4.094
21.800	209.972	4.094
22.000	209.972	4.094
22.200	209.974	4.094
22.400	209.975	4.095
22.600	209.974	4.095
22.800	209.976	4.095
23.000	209.975	4.095
23.200	209.971	4.095
23.400	209.972	4.095
23.600	209.972	4.095
23.800	209.973	4.095
24.000	209.974	4.095
24.200	209.974	4.095
24.400	209.974	4.095
24.600	209.975	4.095
24.800	209.974	4.095
25.000	209.975	4.095
25.200	209.975	4.095
25.400	209.975	4.095
25.600	209.974	4.095
25.800	209.974	4.095
26.000	209.973	4.095
26.200	209.973	4.095
26.400	209.973	4.095
26.600	209.973	4.095
26.800	209.974	4.095
27.000	209.974	4.095
27.200	209.971	4.095
27.400	209.974	4.095
27.600	209.974	4.095
27.800	209.974	4.095
28.000	209.974	4.095
28.200	209.975	4.095
28.400	209.975	4.095
28.600	209.973	4.095
28.800	209.974	4.095
29.000	209.974	4.095
29.200	209.975	4.095
29.400	209.975	4.095
29.600	209.975	4.095
29.800	209.975	4.095
30.000	209.975	4.095
30.200	209.976	4.095
30.400	209.975	4.095
30.600	209.976	4.095
30.800	209.976	4.095
31.000	209.976	4.095
31.200	209.974	4.095
31.400	209.974	4.095
31.600	209.976	4.095
31.800	209.974	4.095
32.000	209.976	4.095
32.200	209.974	4.095
32.400	209.974	4.096
32.600	209.975	4.096
32.800	209.975	4.096
33.000	209.975	4.096
33.200	209.975	4.096
33.400	209.975	4.096
33.600	209.974	4.096
33.800	209.976	4.096
34.000	209.974	4.096
34.200	209.973	4.096
34.400	209.973	4.096
34.600	209.974	4.096
34.800	209.974	4.096
35.000	209.976	4.096
35.200	209.976	4.096
35.400	209.976	4.096
35.600	209.976	4.096
35.800	209.977	4.096
36.000	209.976	4.096
36.200	209.976	4.096
36.400	209.976	4.096
36.600	209.977	4.096
36.800	209.976	4.096
37.000	209.976	4.096
37.200	209.975	4.096
37.400	209.975	4.096
37.600	209.974	4.096
37.800	209.975	4.096
38.000	209.977	4.096
38.200	209.975	4.096
38.400	209.975	4.096
38.600	209.976	4.096
38.800	209.975	4.096
39.000	209.975	4.096
39.200	209.978	4.096
39.400	209.976	4.096
39.600	209.977	4.096
39.800	209.976	4.096
40.000	209.977	4.096
40.200	209.978	4.096
40.400	209.976	4.096
40.600	209.976	4.096
40.800	209.977	4.096
41.000	209.977	4.096
41.200	209.976	4.096
41.400	209.977	4.096
41.600	209.975	4.096
41.800	209.978	4.096
42.000	209.977	4.096
42.200	209.979	4.096
42.400	209.980	4.096
42.600	209.977	4.096
42.800	209.977	4.096
43.000	209.976	4.096
43.200	209.976	4.096
43.400	209.976	4.096
43.600	209.977	4.096
43.800	209.977	4.096
44.000	209.976	4.096
44.200	209.975	4.096
44.400	209.974	4.096
44.600	209.976	4.096
44.800	209.976	4.096
45.000	209.975	4.096
45.200	209.975	4.096
45.400	209.977	4.096
45.600	209.978	4.097
45.800	209.977	4.097
46.000	209.977	4.097
46.200	209.977	4.097
46.400	209.977	4.097
46.600	209.977	4.097
46.800	209.977	4.097
47.000	209.975	4.097
47.200	209.975	4.097
47.400	209.975	4.097
47.600	209.975	4.097
47.800	209.976	4.097
48.000	209.976	4.097
48.200	209.976	4.097
48.400	209.975	4.097
48.600	209.977	4.097
48.800	209.975	4.097
49.000	209.975	4.097
49.200	209.977	4.097
49.400	209.974	4.097
49.600	209.974	4.097
49.800	209.974	4.097
50.000	209.975	4.097
50.200	209.974	4.097
50.400	209.975	4.097
50.600	209.974	4.097
50.800	209.975	4.097
51.000	209.975	4.097
51.200	209.974	4.097
51.400	209.973	4.097
51.600	209.974	4.097
51.800	209.974	4.097
52.000	209.975	4.097
52.200	209.973	4.097
52.400	209.973	4.097
52.600	209.974	4.097
52.800	209.973	4.097
53.000	209.973	4.097
53.200	209.973	4.097
53.400	209.972	4.097
53.600	209.974	4.097
53.800	209.973	4.097
54.000	209.973	4.097
54.200	209.972	4.097
54.400	209.973	4.097
54.600	209.972	4.097
54.800	209.973	4.097
55.000	209.973	4.097
55.200	209.973	4.097
55.400	209.973	4.097
55.600	209.975	4.097
55.800	209.973	4.097
56.000	209.973	4.097
56.200	209.973	4.097
56.400	209.974	4.097
56.600	209.975	4.097
56.800	209.975	4.097
57.000	209.975	4.097
57.200	209.974	4.097
57.400	209.974	4.097
57.600	209.974	4.097
57.800	209.973	4.097
58.000	209.973	4.097
58.200	209.975	4.097
58.400	209.973	4.097
58.600	209.972	4.097
58.800	209.972	4.097
59.000	209.973	4.097
59.200	209.973	4.097
59.400	209.972	4.097
59.600	209.975	4.097
59.800	209.974	4.097
60.000	209.974	4.097
60.200	209.974	4.097
60.400	209.975	4.097
60.600	209.974	4.097
60.800	209.974	4.097
61.000	209.973	4.097
61.200	209.972	4.097
61.400	209.972	4.097
61.600	209.972	4.097
61.800	209.973	4.097
62.000	209.972	4.097
62.200	209.973	4.097
62.400	209.974	4.097
62.600	209.975	4.097
62.800	209.973	4.097
63.000	209.972	4.097
63.200	209.973	4.097
63.400	209.973	4.097
63.600	209.976	4.097
63.800	209.974	4.098
64.000	209.974	4.097
64.200	209.972	4.097
64.400	209.973	4.097
64.600	209.972	4.097
64.800	209.972	4.097
65.000	209.974	4.098
65.200	209.973	4.097
65.400	209.972	4.097
65.600	209.972	4.098
65.800	209.970	4.098
66.000	209.972	4.098
66.200	209.971	4.098
66.400	209.973	4.098
66.600	209.972	4.098
66.800	209.972	4.098
67.000	209.972	4.098
67.200	209.971	4.098
67.400	209.969	4.098
67.600	209.971	4.098
67.800	209.971	4.098
68.000	209.971	4.098
68.200	209.971	4.098
68.400	209.972	4.098
68.600	209.972	4.098
68.800	209.973	4.098
69.000	209.972	4.098
69.200	209.971	4.098
69.400	209.973	4.098
69.600	209.972	4.098
69.800	209.972	4.098
70.000	209.973	4.098
70.200	209.973	4.098
70.400	209.973	4.098
70.600	209.973	4.098
70.800	209.973	4.098
71.000	209.973	4.098
71.200	209.974	4.098
71.400	209.972	4.098
71.600	209.973	4.098
71.800	209.972	4.098
72.000	209.973	4.098
72.200	209.972	4.098
72.400	209.973	4.098
72.600	209.972	4.098
72.800	209.972	4.098
73.000	209.974	4.098
73.200	209.971	4.098
73.400	209.972	4.098
73.600	209.972	4.098
73.800	209.972	4.098
74.000	209.973	4.098
74.200	209.973	4.098
74.400	209.974	4.098
74.600	209.971	4.098
74.800	209.974	4.098
75.000	209.974	4.098
75.200	209.974	4.098
75.400	209.973	4.098
75.600	209.973	4.098
75.800	209.973	4.098
76.000	209.974	4.098
76.200	209.971	4.098
76.400	209.973	4.098
76.600	209.973	4.098
76.800	209.973	4.098
77.000	209.972	4.098
77.200	209.971	4.098
77.400	209.971	4.098
77.600	209.972	4.098
77.800	209.972	4.098
78.000	209.974	4.098
78.200	209.972	4.098
78.400	209.972	4.098
78.600	209.971	4.098
78.800	209.972	4.098
79.000	209.971	4.098
79.200	209.973	4.098
79.400	209.973	4.098
79.600	209.971	4.098
79.800	209.972	4.098
80.000	209.972	4.098
80.200	209.972	4.098
80.400	209.971	4.098
80.600	209.973	4.098
80.800	209.972	4.098
81.000	209.972	4.098
81.200	209.972	4.098
81.400	209.971	4.098
81.600	209.971	4.098
81.800	209.970	4.098
82.000	209.970	4.098
82.200	209.971	4.098
82.400	209.969	4.098
82.600	209.971	4.098
82.800	209.972	4.098
83.000	209.973	4.098
83.200	209.974	4.098
83.400	209.974	4.098
83.600	209.973	4.098
83.800	209.973	4.098
84.000	209.972	4.098
84.200	209.971	4.098
84.400	209.972	4.098
84.600	209.973	4.098
84.800	209.975	4.098
85.000	209.973	4.099
85.200	209.972	4.098
85.400	209.973	4.099
85.600	209.973	4.099
85.800	209.973	4.099
86.000	209.973	4.099
86.200	209.972	4.099
86.400	209.972	4.099
86.600	209.973	4.099
86.800	209.974	4.099
87.000	209.974	4.099
87.200	209.973	4.099
87.400	209.975	4.099
87.600	209.977	4.099
87.800	209.974	4.099
88.000	209.975	4.099
88.200	209.974	4.099
88.400	209.974	4.099
88.600	209.974	4.099
88.800	209.975	4.099
89.000	209.976	4.099
89.200	209.976	4.099
89.400	209.975	4.099
89.600	209.976	4.099
89.800	209.975	4.099
90.000	209.975	4.099
90.200	209.975	4.099
90.400	209.975	4.099
90.600	209.974	4.099
90.800	209.975	4.099
91.000	209.975	4.099
91.200	209.975	4.099
91.400	209.975	4.099
91.600	209.974	4.099
91.800	209.974	4.099
92.000	209.975	4.099
92.200	209.974	4.099
92.400	209.974	4.099
92.600	209.972	4.099
92.800	209.974	4.099
93.000	209.972	4.099
93.200	209.974	4.099
93.400	209.976	4.099
93.600	209.975	4.099
93.800	209.974	4.099
94.000	209.975	4.099
94.200	209.974	4.099
94.400	209.975	4.099
94.600	209.975	4.099
94.800	209.976	4.099
95.000	209.976	4.099
95.200	209.973	4.099
95.400	209.973	4.099
95.600	209.973	4.099
95.800	209.974	4.099
96.000	209.973	4.099
96.200	209.972	4.099
96.400	209.974	4.099
96.600	209.973	4.099
96.800	209.974	4.099
97.000	209.974	4.099
97.200	209.974	4.099
97.400	209.974	4.099
97.600	209.973	4.099
97.800	209.975	4.099
98.000	209.974	4.099
98.200	209.975	4.099
98.400	209.974	4.099
98.600	209.974	4.099
98.800	209.975	4.099
99.000	209.975	4.099
99.200	209.974	4.099
99.400	209.974	4.099
99.600	209.973	4.099
99.800	209.972	4.099
100.000	209.973	4.099
100.200	209.973	4.099
100.400	209.972	4.099
100.600	209.974	4.099
100.800	209.973	4.099
101.000	209.971	4.099
101.200	209.972	4.099
101.400	209.973	4.099
101.600	209.972	4.099
101.800	209.973	4.099
102.000	209.971	4.099
102.200	209.972	4.099
102.400	209.972	4.099
102.600	209.972	4.099
102.800	209.973	4.099
103.000	209.973	4.099
103.200	209.973	4.099
103.400	209.972	4.099
103.600	209.972	4.099
103.800	209.972	4.099
104.000	209.971	4.099
104.200	209.972	4.099
104.400	209.973	4.099
104.600	209.974	4.099
104.800	209.971	4.099
105.000	209.973	4.099
105.200	209.973	4.099
105.400	209.973	4.099
105.600	209.971	4.099
105.800	209.973	4.099
106.000	209.971	4.099
106.200	209.973	4.099
106.400	209.972	4.099
106.600	209.976	4.099
106.800	209.974	4.099
107.000	209.971	4.099
107.200	209.972	4.099
107.400	209.972	4.099
107.600	209.973	4.099
107.800	209.974	4.099
108.000	209.974	4.099
108.200	209.972	4.099
108.400	209.972	4.099
108.600	209.972	4.099
108.800	209.973	4.099
109.000	209.972	4.100
109.200	209.973	4.100
109.400	209.974	4.100
109.600	209.972	4.100
109.800	209.973	4.100
110.000	209.973	4.100
110.200	209.972	4.100
110.400	209.972	4.100
110.600	209.973	4.100
110.800	209.973	4.100
111.000	209.971	4.100
111.200	209.973	4.100
111.400	209.973	4.100
111.600	209.974	4.100
111.800	209.973	4.100
112.000	209.972	4.100
112.200	209.972	4.100
112.400	209.972	4.100
112.600	209.974	4.100
112.800	209.973	4.100
113.000	209.973	4.100
113.200	209.971	4.100
113.400	209.972	4.100
113.600	209.973	4.100
113.800	209.973	4.100
114.000	209.971	4.100
114.200	209.973	4.100
114.400	209.973	4.100
114.600	209.973	4.100
114.800	209.972	4.100
115.000	209.971	4.100
115.200	209.972	4.100
115.400	209.973	4.100
115.600	209.974	4.100
115.800	209.973	4.100
116.000	209.972	4.100
116.200	209.974	4.100
116.400	209.972	4.100
116.600	209.970	4.100
116.800	209.971	4.100
117.000	209.971	4.100
117.200	209.971	4.100
117.400	209.972	4.100
117.600	209.971	4.100
117.800	209.972	4.100
118.000	209.973	4.100
118.200	209.971	4.100
118.400	209.972	4.100
118.600	209.971	4.100
118.800	209.972	4.100
119.000	209.971	4.100
119.200	209.971	4.100
119.400	209.971	4.100
119.600	209.972	4.100
119.800	209.972	4.100
120.000	209.973	4.100
