time /s	I /mA	E /V
0.200	209.666	3.630
0.400	209.947	3.630
0.600	209.960	3.629
0.800	209.963	3.629
1.000	209.966	3.629
1.200	209.968	3.629
1.400	209.970	3.629
1.600	209.971	3.629
1.800	209.970	3.628
2.000	209.972	3.628
2.200	209.970	3.628
2.400	209.970	3.628
2.600	209.971	3.628
2.800	209.972	3.628
3.000	209.971	3.628
3.200	209.972	3.628
3.400	209.970	3.627
3.600	209.971	3.627
3.800	209.972	3.627
4.000	209.970	3.627
4.200	209.971	3.627
4.400	209.973	3.627
4.600	209.972	3.627
4.800	209.972	3.627
5.000	209.972	3.627
5.200	209.972	3.627
5.400	209.971	3.627
5.600	209.971	3.626
5.800	209.972	3.626
6.000	209.969	3.626
6.200	209.973	3.626
6.400	209.971	3.626
6.600	209.972	3.626
6.800	209.971	3.626
7.000	209.970	3.626
7.200	209.971	3.626
7.400	209.973	3.626
7.600	209.971	3.626
7.800	209.971	3.626
8.000	209.971	3.626
8.200	209.970	3.626
8.400	209.971	3.626
8.600	209.972	3.626
8.800	209.973	3.626
9.000	209.972	3.625
9.200	209.971	3.625
9.400	209.972	3.625
9.600	209.970	3.625
9.800	209.970	3.625
10.000	209.971	3.625
10.200	209.971	3.625
10.400	209.972	3.625
10.600	209.972	3.625
10.800	209.972	3.625
11.000	209.974	3.625
11.200	209.971	3.625
11.400	209.970	3.625
11.600	209.970	3.625
11.800	209.971	3.625
12.000	209.972	3.625
12.200	209.972	3.625
12.400	209.971	3.625
12.600	209.972	3.625
12.800	209.972	3.624
13.000	209.972	3.624
13.200	209.973	3.624
13.400	209.972	3.624
13.600	209.973	3.624
13.800	209.973	3.624
14.000	209.971	3.624
14.200	209.972	3.624
14.400	209.971	3.624
14.600	209.972	3.624
14.800	209.972	3.624
15.000	209.969	3.624
15.200	209.970	3.624
15.400	209.971	3.624
15.600	209.971	3.624
15.800	209.971	3.624
16.000	209.970	3.624
16.200	209.972	3.624
16.400	209.971	3.624
16.600	209.971	3.624
16.800	209.972	3.624
17.000	209.971	3.624
17.200	209.969	3.624
17.400	209.970	3.624
17.600	209.969	3.623
17.800	209.968	3.623
18.000	209.969	3.623
18.200	209.969	3.623
18.400	209.971	3.623
18.600	209.972	3.623
18.800	209.971	3.623
19.000	209.970	3.623
19.200	209.971	3.623
19.400	209.970	3.623
19.600	209.970	3.623
19.800	209.971	3.623
20.000	209.970	3.623
20.200	209.971	3.623
20.400	209.970	3.623
20.600	209.970	3.623
20.800	209.971	3.623
21.000	209.971	3.623
21.200	209.970	3.623
21.400	209.970	3.623
21.600	209.970	3.623
21.800	209.971	3.623
22.000	209.970	3.623
22.200	209.972	3.623
22.400	209.971	3.623
22.600	209.970	3.623
22.800	209.971	3.623
23.000	209.970	3.623
23.200	209.972	3.623
23.400	209.970	3.623
23.600	209.971	3.623
23.800	209.971	3.623
24.000	209.971	3.623
24.200	209.969	3.623
24.400	209.971	3.623
24.600	209.971	3.623
24.800	209.971	3.622
25.000	209.972	3.622
25.200	209.973	3.622
25.400	209.972	3.622
25.600	209.973	3.622
25.800	209.973	3.622
26.000	209.975	3.622
26.200	209.972	3.622
26.400	209.974	3.622
26.600	209.973	3.622
26.800	209.973	3.622
27.000	209.972	3.622
27.200	209.973	3.622
27.400	209.971	3.622
27.600	209.970	3.622
27.800	209.971	3.622
28.000	209.974	3.622
28.200	209.974	3.622
28.400	209.972	3.622
28.600	209.972	3.622
28.800	209.973	3.622
29.000	209.974	3.622
29.200	209.973	3.622
29.400	209.972	3.622
29.600	209.973	3.622
29.800	209.972	3.622
30.000	209.972	3.622
30.200	209.974	3.622
30.400	209.972	3.622
30.600	209.973	3.622
30.800	209.974	3.622
31.000	209.973	3.622
31.200	209.972	3.622
31.400	209.974	3.622
31.600	209.972	3.622
31.800	209.975	3.622
32.000	209.973	3.622
32.200	209.974	3.622
32.400	209.973	3.622
32.600	209.973	3.622
32.800	209.974	3.622
33.000	209.973	3.622
33.200	209.972	3.622
33.400	209.973	3.622
33.600	209.974	3.622
33.800	209.974	3.622
34.000	209.975	3.622
34.200	209.973	3.622
34.400	209.973	3.622
34.600	209.971	3.622
34.800	209.970	3.622
35.000	209.973	3.622
35.200	209.973	3.622
35.400	209.972	3.622
35.600	209.971	3.621
35.800	209.970	3.621
36.000	209.971	3.621
36.200	209.970	3.621
36.400	209.970	3.621
36.600	209.970	3.621
36.800	209.972	3.621
37.000	209.973	3.621
37.200	209.973	3.621
37.400	209.973	3.621
37.600	209.972	3.621
37.800	209.971	3.621
38.000	209.973	3.621
38.200	209.971	3.621
38.400	209.971	3.621
38.600	209.971	3.621
38.800	209.972	3.621
39.000	209.971	3.621
39.200	209.972	3.621
39.400	209.970	3.621
39.600	209.972	3.621
39.800	209.972	3.621
40.000	209.973	3.621
40.200	209.972	3.621
40.400	209.972	3.621
40.600	209.970	3.621
40.800	209.971	3.621
41.000	209.972	3.621
41.200	209.974	3.621
41.400	209.971	3.621
41.600	209.970	3.621
41.800	209.972	3.621
42.000	209.972	3.621
42.200	209.973	3.621
42.400	209.973	3.621
42.600	209.969	3.621
42.800	209.971	3.621
43.000	209.973	3.621
43.200	209.972	3.621
43.400	209.971	3.621
43.600	209.973	3.621
43.800	209.972	3.621
44.000	209.971	3.621
44.200	209.970	3.621
44.400	209.971	3.621
44.600	209.973	3.621
44.800	209.972	3.621
45.000	209.972	3.621
45.200	209.972	3.621
45.400	209.972	3.621
45.600	209.971	3.621
45.800	209.971	3.621
46.000	209.972	3.621
46.200	209.973	3.621
46.400	209.973	3.621
46.600	209.972	3.621
46.800	209.974	3.621
47.000	209.973	3.621
47.200	209.973	3.621
47.400	209.972	3.621
47.600	209.973	3.621
47.800	209.974	3.621
48.000	209.974	3.621
48.200	209.973	3.621
48.400	209.972	3.621
48.600	209.974	3.621
48.800	209.974	3.621
49.000	209.972	3.621
49.200	209.972	3.621
49.400	209.974	3.621
49.600	209.972	3.621
49.800	209.973	3.621
50.000	209.975	3.621
50.200	209.972	3.621
50.400	209.974	3.621
50.600	209.972	3.621
