freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.201E-02	1.068E+00	
7.943E+02	4.221E-02	8.481E-01	
6.310E+02	4.242E-02	6.733E-01	
5.012E+02	4.268E-02	5.344E-01	
3.981E+02	4.292E-02	4.242E-01	
3.162E+02	4.319E-02	3.366E-01	
2.512E+02	4.344E-02	2.671E-01	
1.995E+02	4.370E-02	2.118E-01	
1.585E+02	4.396E-02	1.679E-01	
1.259E+02	4.424E-02	1.331E-01	
1.000E+02	4.446E-02	1.054E-01	
7.943E+01	4.478E-02	8.382E-02	
6.310E+01	4.500E-02	6.634E-02	
5.200E+01	4.517E-02	5.449E-02	
3.981E+01	4.540E-02	4.151E-02	
3.162E+01	4.559E-02	3.280E-02	
2.512E+01	4.574E-02	2.589E-02	
1.995E+01	4.588E-02	2.049E-02	
1.585E+01	4.599E-02	1.613E-02	
1.259E+01	4.608E-02	1.272E-02	
1.000E+01	4.618E-02	1.006E-02	
7.943E+00	4.629E-02	7.878E-03	
6.310E+00	4.629E-02	6.166E-03	
5.012E+00	4.639E-02	4.806E-03	
3.981E+00	4.645E-02	3.707E-03	
3.162E+00	4.644E-02	2.760E-03	
2.512E+00	4.650E-02	2.219E-03	
1.995E+00	4.657E-02	1.496E-03	
1.585E+00	4.662E-02	1.079E-03	
1.259E+00	4.667E-02	7.749E-04	
1.000E+00	4.670E-02	3.794E-04	
7.943E-01	4.683E-02	1.380E-04	
6.310E-01	4.692E-02	-2.700E-04	
5.012E-01	4.709E-02	-2.603E-04	
3.981E-01	4.723E-02	-5.800E-04	
3.162E-01	4.731E-02	-8.449E-04	
2.512E-01	4.736E-02	-1.094E-03	
1.995E-01	4.761E-02	-1.396E-03	
1.585E-01	4.768E-02	-1.747E-03	
1.259E-01	4.793E-02	-2.055E-03	
1.000E-01	4.821E-02	-2.454E-03	
7.943E-02	4.848E-02	-2.741E-03	
6.310E-02	4.878E-02	-3.289E-03	
5.012E-02	4.901E-02	-3.791E-03	
3.981E-02	4.930E-02	-4.382E-03	
3.162E-02	4.980E-02	-5.181E-03	
2.512E-02	5.022E-02	-6.089E-03	
1.995E-02	5.090E-02	-7.036E-03	
1.585E-02	5.174E-02	-8.465E-03	
1.259E-02	5.266E-02	-9.796E-03	
1.000E-02	5.383E-02	-1.110E-02	
