freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	4.200E-02	1.068E+00	
7.943E+02	4.223E-02	8.480E-01	
6.310E+02	4.245E-02	6.732E-01	
5.012E+02	4.272E-02	5.344E-01	
3.981E+02	4.299E-02	4.241E-01	
3.162E+02	4.327E-02	3.365E-01	
2.512E+02	4.355E-02	2.670E-01	
1.995E+02	4.383E-02	2.118E-01	
1.585E+02	4.412E-02	1.679E-01	
1.259E+02	4.437E-02	1.331E-01	
1.000E+02	4.460E-02	1.055E-01	
7.943E+01	4.491E-02	8.392E-02	
6.310E+01	4.510E-02	6.647E-02	
5.200E+01	4.526E-02	5.468E-02	
3.981E+01	4.544E-02	4.168E-02	
3.162E+01	4.557E-02	3.303E-02	
2.512E+01	4.571E-02	2.616E-02	
1.995E+01	4.581E-02	2.068E-02	
1.585E+01	4.586E-02	1.638E-02	
1.259E+01	4.592E-02	1.295E-02	
1.000E+01	4.599E-02	1.021E-02	
7.943E+00	4.604E-02	8.064E-03	
6.310E+00	4.604E-02	6.327E-03	
5.012E+00	4.609E-02	4.905E-03	
3.981E+00	4.617E-02	3.919E-03	
3.162E+00	4.620E-02	3.025E-03	
2.512E+00	4.621E-02	2.216E-03	
1.995E+00	4.624E-02	1.692E-03	
1.585E+00	4.626E-02	1.131E-03	
1.259E+00	4.636E-02	7.662E-04	
1.000E+00	4.633E-02	5.437E-04	
7.943E-01	4.645E-02	1.627E-04	
6.310E-01	4.651E-02	-1.106E-04	
5.012E-01	4.675E-02	-1.559E-04	
3.981E-01	4.675E-02	-4.812E-04	
3.162E-01	4.684E-02	-7.027E-04	
2.512E-01	4.697E-02	-9.237E-04	
1.995E-01	4.707E-02	-1.277E-03	
1.585E-01	4.736E-02	-1.545E-03	
1.259E-01	4.748E-02	-1.846E-03	
1.000E-01	4.781E-02	-2.130E-03	
7.943E-02	4.796E-02	-2.514E-03	
6.310E-02	4.822E-02	-2.975E-03	
5.012E-02	4.854E-02	-3.455E-03	
3.981E-02	8.007E-01	-7.991E-02	
3.162E-02	4.462E-02	-1.272E-03	
2.512E-02	4.975E-02	-5.228E-03	
1.995E-02	5.003E-02	-6.062E-03	
1.585E-02	5.103E-02	-6.944E-03	
1.259E-02	5.208E-02	-7.897E-03	
1.000E-02	5.344E-02	-9.180E-03	
