freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.004E-01	4.220E-01	
7.943E+02	1.007E-01	3.347E-01	
6.310E+02	1.009E-01	2.652E-01	
5.012E+02	1.012E-01	2.103E-01	
3.981E+02	1.015E-01	1.666E-01	
3.162E+02	1.019E-01	1.319E-01	
2.512E+02	1.022E-01	1.044E-01	
1.995E+02	1.025E-01	8.255E-02	
1.585E+02	1.028E-01	6.520E-02	
1.259E+02	1.031E-01	5.147E-02	
1.000E+02	1.034E-01	4.056E-02	
7.943E+01	1.039E-01	3.246E-02	
6.310E+01	1.041E-01	2.553E-02	
5.200E+01	1.043E-01	2.087E-02	
3.981E+01	1.045E-01	1.574E-02	
3.162E+01	1.047E-01	1.233E-02	
2.512E+01	1.049E-01	9.681E-03	
1.995E+01	1.050E-01	7.524E-03	
1.585E+01	1.052E-01	5.926E-03	
1.259E+01	1.052E-01	4.556E-03	
1.000E+01	1.053E-01	3.595E-03	
7.943E+00	1.054E-01	2.713E-03	
6.310E+00	1.055E-01	2.195E-03	
5.012E+00	1.055E-01	1.607E-03	
3.981E+00	1.055E-01	1.214E-03	
3.162E+00	1.056E-01	8.605E-04	
2.512E+00	1.057E-01	5.468E-04	
1.995E+00	1.056E-01	2.365E-04	
1.585E+00	1.058E-01	8.772E-05	
1.259E+00	1.057E-01	-9.726E-05	
1.000E+00	1.058E-01	-3.541E-04	
7.943E-01	1.059E-01	-5.086E-04	
6.310E-01	1.059E-01	-6.359E-04	
5.012E-01	1.054E-01	-8.295E-05	
3.981E-01	1.056E-01	-5.318E-04	
3.162E-01	1.056E-01	-9.338E-04	
2.512E-01	1.057E-01	-1.209E-03	
1.995E-01	1.059E-01	-1.566E-03	
1.585E-01	1.062E-01	-1.816E-03	
1.259E-01	1.063E-01	-2.285E-03	
1.000E-01	1.067E-01	-2.617E-03	
7.943E-02	1.070E-01	-3.059E-03	
6.310E-02	1.073E-01	-3.537E-03	
5.012E-02	1.076E-01	-4.180E-03	
3.981E-02	1.082E-01	-4.707E-03	
3.162E-02	1.086E-01	-5.468E-03	
2.512E-02	1.093E-01	-6.536E-03	
1.995E-02	1.099E-01	-7.644E-03	
1.585E-02	1.107E-01	-8.677E-03	
1.259E-02	1.120E-01	-9.958E-03	
1.000E-02	1.132E-01	-1.150E-02	
