time /s	I /mA	E /V
0.200	209.503	4.064
0.400	209.894	4.064
0.600	209.916	4.064
0.800	209.927	4.065
1.000	209.932	4.065
1.200	209.936	4.065
1.400	209.939	4.065
1.600	209.941	4.065
1.800	209.940	4.065
2.000	209.944	4.065
2.200	209.942	4.065
2.400	209.943	4.065
2.600	209.944	4.065
2.800	209.945	4.065
3.000	209.945	4.065
3.200	209.946	4.065
3.400	209.945	4.065
3.600	209.947	4.065
3.800	209.947	4.065
4.000	209.946	4.065
4.200	209.947	4.066
4.400	209.947	4.066
4.600	209.947	4.066
4.800	209.949	4.066
5.000	209.947	4.066
5.200	209.946	4.066
5.400	209.947	4.066
5.600	209.948	4.066
5.800	209.947	4.066
6.000	209.948	4.066
6.200	209.947	4.066
6.400	209.950	4.066
6.600	209.948	4.066
6.800	209.950	4.066
7.000	209.949	4.066
7.200	209.947	4.066
7.400	209.946	4.066
7.600	209.946	4.066
7.800	209.949	4.066
8.000	209.948	4.066
8.200	209.949	4.066
8.400	209.951	4.066
8.600	209.950	4.066
8.800	209.948	4.066
9.000	209.948	4.066
9.200	209.949	4.066
9.400	209.949	4.066
9.600	209.949	4.066
9.800	209.951	4.066
10.000	209.951	4.066
10.200	209.952	4.066
10.400	209.951	4.066
10.600	209.950	4.066
10.800	209.951	4.066
11.000	209.951	4.067
11.200	209.952	4.067
11.400	209.951	4.067
11.600	209.953	4.067
11.800	209.953	4.067
12.000	209.953	4.067
12.200	209.954	4.067
12.400	209.952	4.067
12.600	209.952	4.067
12.800	209.953	4.067
13.000	209.953	4.067
13.200	209.951	4.067
13.400	209.952	4.067
13.600	209.953	4.067
13.800	209.952	4.067
14.000	209.952	4.067
14.200	209.952	4.067
14.400	209.951	4.067
14.600	209.951	4.067
14.800	209.953	4.067
15.000	209.952	4.067
15.200	209.953	4.067
15.400	209.952	4.067
15.600	209.951	4.067
15.800	209.952	4.067
16.000	209.951	4.067
16.200	209.950	4.067
16.400	209.952	4.067
16.600	209.949	4.067
16.800	209.951	4.067
17.000	209.950	4.067
17.200	209.950	4.067
17.400	209.951	4.067
17.600	209.951	4.067
17.800	209.950	4.067
18.000	209.951	4.067
18.200	209.951	4.067
18.400	209.951	4.067
18.600	209.951	4.067
18.800	209.950	4.067
19.000	209.952	4.067
19.200	209.951	4.067
19.400	209.952	4.067
19.600	209.954	4.067
19.800	209.952	4.067
20.000	209.952	4.067
20.200	209.952	4.067
20.400	209.954	4.067
20.600	209.952	4.067
20.800	209.952	4.067
21.000	209.953	4.067
21.200	209.953	4.067
21.400	209.953	4.067
21.600	209.952	4.067
21.800	209.951	4.067
22.000	209.951	4.067
22.200	209.951	4.067
22.400	209.952	4.067
22.600	209.950	4.068
22.800	209.951	4.068
23.000	209.950	4.068
23.200	209.951	4.068
23.400	209.951	4.068
23.600	209.952	4.068
23.800	209.954	4.068
24.000	209.951	4.068
24.200	209.952	4.068
24.400	209.952	4.068
24.600	209.951	4.068
24.800	209.952	4.068
25.000	209.952	4.068
25.200	209.951	4.068
25.400	209.951	4.068
25.600	209.952	4.068
25.800	209.951	4.068
26.000	209.951	4.068
26.200	209.952	4.068
26.400	209.951	4.068
26.600	209.949	4.068
26.800	209.952	4.068
27.000	209.951	4.068
27.200	209.950	4.068
27.400	209.950	4.068
27.600	209.950	4.068
27.800	209.950	4.068
28.000	209.949	4.068
28.200	209.950	4.068
28.400	209.951	4.068
28.600	209.949	4.068
28.800	209.951	4.068
29.000	209.951	4.068
29.200	209.950	4.068
29.400	209.950	4.068
29.600	209.952	4.068
29.800	209.953	4.068
30.000	209.952	4.068
30.200	209.951	4.068
30.400	209.953	4.068
30.600	209.953	4.068
30.800	209.951	4.068
31.000	209.951	4.068
31.200	209.952	4.068
31.400	209.952	4.068
31.600	209.952	4.068
31.800	209.952	4.068
32.000	209.953	4.068
32.200	209.954	4.068
32.400	209.954	4.068
32.600	209.952	4.068
32.800	209.952	4.068
33.000	209.951	4.068
33.200	209.952	4.068
33.400	209.953	4.068
33.600	209.952	4.068
33.800	209.952	4.068
34.000	209.951	4.068
34.200	209.952	4.068
34.400	209.951	4.068
34.600	209.951	4.068
34.800	209.953	4.068
35.000	209.951	4.068
35.200	209.952	4.068
35.400	209.952	4.068
35.600	209.953	4.068
35.800	209.952	4.068
36.000	209.953	4.068
36.200	209.952	4.068
36.400	209.951	4.068
36.600	209.953	4.068
36.800	209.951	4.069
37.000	209.951	4.069
37.200	209.953	4.068
37.400	209.954	4.069
37.600	209.953	4.069
