time /s	I /mA	E /V
0.200	209.606	3.629
0.400	209.912	3.630
0.600	209.928	3.630
0.800	209.931	3.630
1.000	209.938	3.630
1.200	209.939	3.630
1.400	209.939	3.630
1.600	209.940	3.630
1.800	209.941	3.630
2.000	209.941	3.630
2.200	209.942	3.630
2.400	209.943	3.630
2.600	209.942	3.630
2.800	209.942	3.630
3.000	209.941	3.630
3.200	209.943	3.630
3.400	209.943	3.630
3.600	209.945	3.630
3.800	209.943	3.630
4.000	209.944	3.630
4.200	209.946	3.630
4.400	209.945	3.630
4.600	209.944	3.631
4.800	209.944	3.631
5.000	209.944	3.631
5.200	209.945	3.631
5.400	209.945	3.631
5.600	209.946	3.631
5.800	209.945	3.631
6.000	209.947	3.631
6.200	209.945	3.631
6.400	209.944	3.631
6.600	209.945	3.631
6.800	209.944	3.631
7.000	209.946	3.631
7.200	209.945	3.631
7.400	209.948	3.631
7.600	209.945	3.631
7.800	209.946	3.631
8.000	209.945	3.631
8.200	209.945	3.631
8.400	209.946	3.631
8.600	209.945	3.631
8.800	209.946	3.631
9.000	209.945	3.631
9.200	209.945	3.631
9.400	209.945	3.631
9.600	209.946	3.631
9.800	209.945	3.631
10.000	209.946	3.631
10.200	209.944	3.631
10.400	209.945	3.631
10.600	209.946	3.631
10.800	209.944	3.631
11.000	209.945	3.631
11.200	209.944	3.631
11.400	209.944	3.631
11.600	209.945	3.631
11.800	209.947	3.631
12.000	209.946	3.631
12.200	209.944	3.631
12.400	209.945	3.631
12.600	209.946	3.631
12.800	209.946	3.631
13.000	209.947	3.631
13.200	209.946	3.631
13.400	209.946	3.631
13.600	209.946	3.631
13.800	209.946	3.631
14.000	209.947	3.631
14.200	209.947	3.631
14.400	209.946	3.631
14.600	209.946	3.631
14.800	209.945	3.631
15.000	209.945	3.631
15.200	209.946	3.631
15.400	209.947	3.631
15.600	209.947	3.631
15.800	209.944	3.631
16.000	209.946	3.631
16.200	209.946	3.632
16.400	209.946	3.632
16.600	209.946	3.632
16.800	209.947	3.632
17.000	209.944	3.632
17.200	209.947	3.632
17.400	209.947	3.632
17.600	209.947	3.632
17.800	209.947	3.632
18.000	209.949	3.632
18.200	209.948	3.632
18.400	209.948	3.632
18.600	209.949	3.632
18.800	209.946	3.632
19.000	209.950	3.632
19.200	209.947	3.632
19.400	209.948	3.632
19.600	209.949	3.632
19.800	209.949	3.632
20.000	209.950	3.632
20.200	209.949	3.632
20.400	209.949	3.632
20.600	209.948	3.632
20.800	209.949	3.632
21.000	209.948	3.632
21.200	209.947	3.632
21.400	209.949	3.632
21.600	209.947	3.632
21.800	209.950	3.632
22.000	209.948	3.632
22.200	209.949	3.632
22.400	209.950	3.632
22.600	209.949	3.632
22.800	209.948	3.632
23.000	209.948	3.632
23.200	209.948	3.632
23.400	209.947	3.632
23.600	209.948	3.632
23.800	209.949	3.632
24.000	209.948	3.632
24.200	209.948	3.632
24.400	209.950	3.632
24.600	209.948	3.632
24.800	209.949	3.632
25.000	209.949	3.632
25.200	209.949	3.632
25.400	209.948	3.632
25.600	209.949	3.632
25.800	209.950	3.632
26.000	209.948	3.632
26.200	209.949	3.632
26.400	209.948	3.632
26.600	209.949	3.632
26.800	209.946	3.632
27.000	209.949	3.632
27.200	209.947	3.632
27.400	209.947	3.632
27.600	209.947	3.632
27.800	209.946	3.632
28.000	209.946	3.632
28.200	209.945	3.632
28.400	209.947	3.632
28.600	209.946	3.632
28.800	209.946	3.632
29.000	209.947	3.632
29.200	209.947	3.632
29.400	209.948	3.632
29.600	209.947	3.632
29.800	209.946	3.632
30.000	209.946	3.632
30.200	209.946	3.632
30.400	209.946	3.632
30.600	209.947	3.632
30.800	209.947	3.632
31.000	209.946	3.632
31.200	209.947	3.632
31.400	209.945	3.632
31.600	209.945	3.633
31.800	209.946	3.633
32.000	209.945	3.633
32.200	209.946	3.633
32.400	209.946	3.633
32.600	209.947	3.633
32.800	209.945	3.633
33.000	209.946	3.633
33.200	209.946	3.633
33.400	209.945	3.633
33.600	209.945	3.633
33.800	209.946	3.633
34.000	209.947	3.633
34.200	209.944	3.633
34.400	209.944	3.633
34.600	209.945	3.633
34.800	209.944	3.633
35.000	209.943	3.633
35.200	209.944	3.633
35.400	209.946	3.633
35.600	209.945	3.633
35.800	209.944	3.633
36.000	209.946	3.633
36.200	209.944	3.633
36.400	209.945	3.633
36.600	209.945	3.633
36.800	209.945	3.633
37.000	209.944	3.633
37.200	209.946	3.633
37.400	209.944	3.633
37.600	209.944	3.633
37.800	209.944	3.633
38.000	209.945	3.633
38.200	209.944	3.633
38.400	209.944	3.633
38.600	209.943	3.633
38.800	209.944	3.633
39.000	209.943	3.633
39.200	209.943	3.633
39.400	209.946	3.633
39.600	209.944	3.633
39.800	209.944	3.633
40.000	209.945	3.633
40.200	209.943	3.633
40.400	209.945	3.633
40.600	209.944	3.633
40.800	209.942	3.633
41.000	209.943	3.633
41.200	209.944	3.633
41.400	209.943	3.633
41.600	209.944	3.633
41.800	209.944	3.633
42.000	209.945	3.633
42.200	209.945	3.633
42.400	209.945	3.633
42.600	209.944	3.633
42.800	209.945	3.633
43.000	209.944	3.633
43.200	209.943	3.633
43.400	209.945	3.633
43.600	209.943	3.633
43.800	209.944	3.633
44.000	209.944	3.633
44.200	209.943	3.633
44.400	209.943	3.633
44.600	209.943	3.633
44.800	209.943	3.633
45.000	209.942	3.633
45.200	209.942	3.633
45.400	209.945	3.633
45.600	209.944	3.633
45.800	209.944	3.633
46.000	209.943	3.633
46.200	209.943	3.633
46.400	209.944	3.633
46.600	209.945	3.633
46.800	209.944	3.633
47.000	209.944	3.633
47.200	209.944	3.633
47.400	209.943	3.633
47.600	209.943	3.633
47.800	209.944	3.633
48.000	209.943	3.633
48.200	209.944	3.633
48.400	209.944	3.633
48.600	209.943	3.633
48.800	209.943	3.633
49.000	209.943	3.633
49.200	209.944	3.633
49.400	209.943	3.633
49.600	209.945	3.633
49.800	209.944	3.633
50.000	209.945	3.633
50.200	209.946	3.633
50.400	209.945	3.634
50.600	209.944	3.633
50.800	209.945	3.634
51.000	209.946	3.633
51.200	209.944	3.634
51.400	209.944	3.634
51.600	209.944	3.634
51.800	209.943	3.634
52.000	209.944	3.634
52.200	209.944	3.634
52.400	209.944	3.634
52.600	209.944	3.634
52.800	209.944	3.634
53.000	209.943	3.634
53.200	209.946	3.634
53.400	209.944	3.634
53.600	209.943	3.634
53.800	209.944	3.634
54.000	209.944	3.634
54.200	209.945	3.634
54.400	209.945	3.634
54.600	209.944	3.634
54.800	209.945	3.634
55.000	209.945	3.634
55.200	209.946	3.634
55.400	209.946	3.634
55.600	209.946	3.634
55.800	209.945	3.634
56.000	209.945	3.634
56.200	209.946	3.634
56.400	209.946	3.634
56.600	209.944	3.634
56.800	209.945	3.634
57.000	209.944	3.634
57.200	209.944	3.634
57.400	209.944	3.634
57.600	209.944	3.634
57.800	209.944	3.634
58.000	209.943	3.634
58.200	209.944	3.634
58.400	209.944	3.634
58.600	209.943	3.634
58.800	209.943	3.634
59.000	209.943	3.634
59.200	209.943	3.634
59.400	209.943	3.634
59.600	209.943	3.634
59.800	209.942	3.634
60.000	209.944	3.634
60.200	209.942	3.634
60.400	209.944	3.634
60.600	209.944	3.634
60.800	209.944	3.634
61.000	209.945	3.634
61.200	209.945	3.634
61.400	209.944	3.634
61.600	209.943	3.634
61.800	209.944	3.634
62.000	209.943	3.634
62.200	209.943	3.634
62.400	209.944	3.634
62.600	209.943	3.634
62.800	209.945	3.634
63.000	209.944	3.634
63.200	209.943	3.634
63.400	209.943	3.634
63.600	209.944	3.634
63.800	209.943	3.634
64.000	209.945	3.634
64.200	209.945	3.634
64.400	209.945	3.634
64.600	209.944	3.634
64.800	209.944	3.634
65.000	209.946	3.634
65.200	209.946	3.634
65.400	209.945	3.634
65.600	209.945	3.634
65.800	209.945	3.634
66.000	209.945	3.634
66.200	209.945	3.634
66.400	209.945	3.634
66.600	209.945	3.634
66.800	209.946	3.634
67.000	209.945	3.634
67.200	209.946	3.634
67.400	209.947	3.634
67.600	209.945	3.634
67.800	209.947	3.634
68.000	209.946	3.634
68.200	209.947	3.634
68.400	209.947	3.634
68.600	209.946	3.634
68.800	209.947	3.634
69.000	209.947	3.634
69.200	209.948	3.634
69.400	209.947	3.634
69.600	209.945	3.634
69.800	209.947	3.634
70.000	209.946	3.634
70.200	209.947	3.634
70.400	209.946	3.634
70.600	209.947	3.634
70.800	209.946	3.634
71.000	209.948	3.634
71.200	209.946	3.634
71.400	209.944	3.634
