time /s	I /mA	E /V
0.200	209.592	3.792
0.400	209.921	3.792
0.600	209.934	3.792
0.800	209.940	3.792
1.000	209.942	3.792
1.200	209.945	3.792
1.400	209.947	3.792
1.600	209.948	3.792
1.800	209.949	3.792
2.000	209.949	3.792
2.200	209.950	3.792
2.400	209.951	3.792
2.600	209.951	3.792
2.800	209.952	3.792
3.000	209.952	3.792
3.200	209.951	3.791
3.400	209.951	3.791
3.600	209.949	3.791
3.800	209.951	3.791
4.000	209.950	3.791
4.200	209.951	3.791
4.400	209.950	3.791
4.600	209.951	3.791
4.800	209.951	3.791
5.000	209.952	3.791
5.200	209.951	3.791
5.400	209.951	3.791
5.600	209.953	3.791
5.800	209.952	3.791
6.000	209.952	3.791
6.200	209.953	3.791
6.400	209.953	3.791
6.600	209.954	3.790
6.800	209.954	3.790
7.000	209.952	3.790
7.200	209.953	3.790
7.400	209.954	3.790
7.600	209.953	3.790
7.800	209.952	3.790
8.000	209.954	3.790
8.200	209.952	3.790
8.400	209.951	3.790
8.600	209.952	3.790
8.800	209.951	3.790
9.000	209.951	3.790
9.200	209.951	3.790
9.400	209.950	3.790
9.600	209.949	3.790
9.800	209.950	3.790
10.000	209.948	3.789
10.200	209.948	3.789
10.400	209.947	3.789
10.600	209.949	3.789
10.800	209.949	3.789
11.000	209.949	3.789
11.200	209.947	3.789
11.400	209.950	3.789
11.600	209.950	3.789
11.800	209.948	3.789
12.000	209.948	3.789
12.200	209.949	3.789
12.400	209.949	3.789
12.600	209.948	3.789
12.800	209.947	3.789
13.000	209.948	3.789
13.200	209.950	3.789
13.400	209.947	3.789
13.600	209.948	3.789
13.800	209.948	3.789
14.000	209.948	3.789
14.200	209.947	3.788
14.400	209.948	3.788
14.600	209.948	3.788
14.800	209.948	3.788
15.000	209.950	3.788
15.200	209.951	3.788
15.400	209.950	3.788
15.600	209.948	3.788
15.800	209.950	3.788
16.000	209.951	3.788
16.200	209.951	3.788
16.400	209.948	3.788
16.600	209.948	3.788
16.800	209.947	3.788
17.000	209.949	3.788
17.200	209.950	3.788
17.400	209.950	3.788
17.600	209.950	3.788
17.800	209.950	3.788
18.000	209.950	3.788
18.200	209.948	3.788
18.400	209.951	3.788
18.600	209.949	3.788
18.800	209.950	3.788
19.000	209.951	3.788
19.200	209.953	3.787
19.400	209.950	3.787
19.600	209.951	3.787
19.800	209.952	3.787
20.000	209.951	3.787
20.200	209.950	3.787
20.400	209.950	3.787
20.600	209.951	3.787
20.800	209.950	3.787
21.000	209.950	3.787
21.200	209.948	3.787
21.400	209.947	3.787
21.600	209.948	3.787
21.800	209.949	3.787
22.000	209.949	3.787
22.200	209.950	3.787
22.400	209.951	3.787
22.600	209.951	3.787
22.800	209.951	3.787
23.000	209.950	3.787
23.200	209.949	3.787
23.400	209.949	3.787
23.600	209.949	3.787
23.800	209.951	3.787
24.000	209.951	3.787
24.200	209.951	3.787
24.400	209.952	3.787
24.600	209.951	3.787
24.800	209.950	3.787
25.000	209.949	3.786
25.200	209.951	3.786
25.400	209.952	3.786
25.600	209.949	3.786
25.800	209.950	3.786
26.000	209.951	3.786
26.200	209.950	3.786
26.400	209.948	3.786
26.600	209.947	3.786
26.800	209.949	3.786
27.000	209.948	3.786
27.200	209.949	3.786
27.400	209.950	3.786
27.600	209.948	3.786
27.800	209.946	3.786
28.000	209.948	3.786
28.200	209.948	3.786
28.400	209.950	3.786
28.600	209.949	3.786
28.800	209.950	3.786
29.000	209.948	3.786
29.200	209.949	3.786
29.400	209.950	3.786
29.600	209.949	3.786
29.800	209.952	3.786
30.000	209.950	3.786
30.200	209.950	3.786
30.400	209.950	3.786
30.600	209.949	3.786
30.800	209.948	3.786
31.000	209.949	3.786
31.200	209.950	3.786
31.400	209.949	3.786
31.600	209.949	3.786
31.800	209.950	3.785
32.000	209.949	3.785
32.200	209.949	3.785
32.400	209.947	3.785
32.600	209.948	3.785
32.800	209.950	3.785
33.000	209.949	3.785
33.200	209.949	3.785
33.400	209.949	3.785
33.600	209.948	3.785
33.800	209.948	3.785
34.000	209.948	3.785
34.200	209.947	3.785
34.400	209.948	3.785
34.600	209.948	3.785
34.800	209.945	3.785
35.000	209.949	3.785
35.200	209.949	3.785
35.400	209.950	3.785
35.600	209.949	3.785
35.800	209.949	3.785
36.000	209.949	3.785
36.200	209.950	3.785
36.400	209.948	3.785
36.600	209.948	3.785
36.800	209.949	3.785
37.000	209.949	3.785
37.200	209.949	3.785
37.400	209.948	3.785
37.600	209.950	3.785
37.800	209.951	3.785
38.000	209.950	3.785
38.200	209.951	3.785
38.400	209.950	3.785
38.600	209.951	3.785
38.800	209.950	3.785
39.000	209.952	3.785
39.200	209.951	3.785
39.400	209.951	3.785
39.600	209.950	3.785
39.800	209.949	3.785
40.000	209.951	3.785
40.200	209.952	3.785
40.400	209.949	3.785
40.600	209.949	3.785
40.800	209.949	3.784
41.000	209.949	3.784
41.200	209.949	3.784
41.400	209.950	3.784
41.600	209.950	3.784
41.800	209.950	3.784
42.000	209.951	3.784
42.200	209.952	3.784
42.400	209.950	3.784
42.600	209.950	3.784
42.800	209.952	3.784
43.000	209.951	3.784
43.200	209.950	3.784
43.400	209.950	3.784
43.600	209.948	3.784
43.800	209.950	3.784
44.000	209.949	3.784
44.200	209.950	3.784
44.400	209.950	3.784
44.600	209.950	3.784
44.800	209.949	3.784
45.000	209.949	3.784
45.200	209.951	3.784
45.400	209.949	3.784
45.600	209.951	3.784
45.800	209.950	3.784
46.000	209.949	3.784
46.200	209.951	3.784
46.400	209.950	3.784
46.600	209.951	3.784
46.800	209.951	3.784
47.000	209.952	3.784
47.200	209.952	3.784
47.400	209.951	3.784
47.600	209.950	3.784
47.800	209.953	3.784
48.000	209.951	3.784
48.200	209.953	3.784
48.400	209.952	3.784
48.600	209.952	3.784
48.800	209.951	3.784
49.000	209.951	3.784
49.200	209.951	3.784
49.400	209.951	3.784
49.600	209.952	3.784
49.800	209.952	3.784
50.000	209.952	3.784
50.200	209.952	3.784
50.400	209.954	3.784
