frequency,gamma
31.6227766016838,8.13463148783876e-78
30.3204162960459,2.75297782338208e-76
29.0716927215232,8.89655590705038e-75
27.874396889626,2.74549766600668e-73
26.7264107873963,8.09175335568899e-72
25.6257036306496,2.27801635423659e-70
24.5703282715225,6.12745110481088e-69
23.5584177539742,1.57544538498669e-67
22.5881820111464,3.87473798815999e-66
21.6579046987401,9.12664766890646e-65
20.765940158807,2.06272667651928e-63
19.9107105085857,4.48698507543323e-62
19.0907028492315,9.43824330955898e-61
18.3044665895021,1.93314842024098e-59
17.5506108796662,3.8923846556643e-58
16.8278021510944,7.79484702991959e-57
16.1347617571795,1.57102794301973e-55
15.4702637114147,3.21421053790101e-54
14.8331325186268,6.68869658643506e-53
14.2222410955284,1.40799960036948e-51
13.6365087769109,2.96644547560598e-50
13.0748994039507,6.17993883968825e-49
12.5364194912473,1.25941392670463e-47
12.0201164693502,2.4899932176847e-46
11.5250769996664,4.74852733279844e-45
11.050425358767,8.70140598952145e-44
10.5953218892346,1.52837709980229e-42
10.1589615143123,2.56934123962818e-41
9.74057231372456,4.13006541248832e-40
9.33941415815277,6.34436307583299e-39
8.95477739994846,9.31031885176506e-38
8.58598161776862,1.30495454832433e-36
8.23237441291226,1.74672872657728e-35
7.89333025522893,2.23265467714798e-34
7.56824937655766,2.72498192732103e-33
7.25655670973875,3.17570092191079e-32
6.95770087132161,3.53380181771895e-31
6.67115318616897,3.75462905399865e-30
6.39640675223206,3.80900472833013e-29
6.13297554384229,3.68955552939814e-28
5.88039355193324,3.41235127828337e-27
5.63821395967191,3.01335312070751e-26
5.40600835204101,2.54075420487015e-25
5.183365957974,2.0454623163711e-24
4.96989292370222,1.57230392820099e-23
4.7652116160287,1.15397863076033e-22
4.56895995429606,8.08677610849675e-22
4.3807907698669,5.4109019297079e-21
4.20037119198342,3.45685194774577e-20
4.02738205891998,2.10867256139581e-19
3.86151735338693,1.2281608683616e-18
3.70248366118688,6.82998489967383e-18
3.54999965216581,3.62663153214732e-17
3.40379558254078,1.83868522670619e-16
3.26361281772403,8.90088052946745e-16
3.129203374799,4.11416732951771e-15
3.00032948383936,1.81575226396549e-14
2.87676316729462,7.65173329711953e-14
2.75828583669848,3.07889872642297e-13
2.64468790598647,1.18295487561221e-12
2.5357684207388,4.33994658513203e-12
2.43133470269254,1.52037964849793e-11
2.33120200889429,5.08606019158625e-11
2.23519320489049,1.62474800624355e-10
2.14313845137697,4.95658639749317e-10
2.0548749037538,1.44408731662335e-09
1.97024642405357,4.01833860957614e-09
1.88910330473382,1.06801684326791e-08
1.81130200384477,2.71165585001185e-08
1.73670489110407,6.57771951863972e-08
1.66518000442917,1.5246718958506e-07
1.59660081649679,3.37780508172179e-07
1.53084601091644,7.15439904433549e-07
1.46779926762207,1.44926678694935e-06
1.40734905710218,2.80903572447906e-06
1.34938844310444,5.21251464576323e-06
1.29381489346579,9.26673096521897e-06
1.24053009873327,1.57970292258277e-05
1.18943979825494,2.58498512049368e-05
1.14045361343299,4.06567646665422e-05
1.09348488784432,6.15544867214111e-05
1.0484505339455,8.98674047483505e-05
1.00527088609122,0.000126771271033626
0.963869559605896,0.000173163567306043
0.924173315659482,0.000229563328018764
0.886111931708126,0.000296051758040754
0.849618077270709,0.000372251288627772
0.814627194821417,0.000457333551921385
0.781077385587648,0.000550050869410811
0.748909300051269,0.000648797337654765
0.718066032959476,0.00075171334459871
0.688493022659568,0.000856840929758152
0.660137954579533,0.000962316051010692
0.632950668683721,0.0010665590295236
0.606883070739878,0.00116841282602818
0.581889047240589,0.00126719001919894
0.557924383828609,0.00136261873824864
0.534946687081791,0.00145470989364495
0.512915309519243,0.00154358801220247
0.491791277696045,0.001629330923916
0.47153722325934,0.00171185433548626
0.452117316843817,0.00179086287666032
0.43349720468967,0.0018658722307733
0.415643947870888,0.0019362874370025
0.398525964026394,0.00200150373318599
0.382112971490931,0.00206098713967951
0.366375935726885,0.00211430028485465
0.351287017962269,0.0021610632112527
0.336819525944013,0.0022008668616951
0.322947866719443,0.00223317450415564
0.309647501362422,0.00225724807345187
0.296894901564057,0.00227212737669295
0.284667508011187,0.00227667781388245
0.272943690479019,0.0022697081784331
0.261702709567328,0.00225014085230542
0.25092468001251,0.00221719339198137
0.240590535510607,0.00217051448281445
0.230681994989074,0.00211022359833365
0.221181530267607,0.00203683695667308
0.212072335050845,0.00195110881218538
0.203338295198081,0.00185385275181641
0.19496396021739,0.00174581536244208
0.186934515933754,0.00162765493971098
0.179235758282827,0.00150004431738716
0.171854068183988,0.00136388213672857
0.16477638744822,0.00122056490105729
0.157990195678218,0.00107224319364471
0.151483488119834,0.000921966562136391
0.145244754425705,0.000773628857550446
0.13926295829348,0.000631672538585807
0.133527517942632,0.000500590925316417
0.128028287395319,0.000384352067127012
0.122755538528176,0.00028591679026373
0.117699943863291,0.000207009487065247
0.112852560067929,0.000148225564293226
0.108204812133794,0.000109454371134615
0.103748478207868,9.05019524661106e-05
0.0994756750479753,9.17459551815782e-05
0.0953788440773477,0.000114656864764529
0.0914507380135256,0.000162067532755583
0.0876844080479348,0.000238147443337438
0.0840731915534634,0.000348116488783998
0.0806107002982935,0.000497793065131654
0.0772908091451371,0.00069309539716366
