time /s	I /mA	E /V
0.200	209.441	4.000
0.400	209.886	4.001
0.600	209.911	4.001
0.800	209.922	4.001
1.000	209.927	4.001
1.200	209.931	4.001
1.400	209.934	4.001
1.600	209.936	4.001
1.800	209.938	4.002
2.000	209.940	4.002
2.200	209.941	4.002
2.400	209.940	4.002
2.600	209.940	4.002
2.800	209.942	4.002
3.000	209.942	4.002
3.200	209.943	4.002
3.400	209.944	4.002
3.600	209.944	4.002
3.800	209.945	4.002
4.000	209.945	4.002
4.200	209.945	4.002
4.400	209.945	4.002
4.600	209.944	4.002
4.800	209.945	4.002
5.000	209.946	4.002
5.200	209.945	4.002
5.400	209.946	4.002
5.600	209.945	4.002
5.800	209.946	4.003
6.000	209.948	4.003
6.200	209.949	4.003
6.400	209.947	4.003
6.600	209.947	4.003
6.800	209.947	4.003
7.000	209.948	4.003
7.200	209.947	4.003
7.400	209.948	4.003
7.600	209.947	4.003
7.800	209.949	4.003
8.000	209.947	4.003
8.200	209.948	4.003
8.400	209.949	4.003
8.600	209.949	4.003
8.800	209.949	4.003
9.000	209.949	4.003
9.200	209.948	4.003
9.400	209.947	4.003
9.600	209.949	4.003
9.800	209.948	4.003
10.000	209.947	4.003
10.200	209.948	4.003
10.400	209.948	4.003
10.600	209.947	4.003
10.800	209.949	4.003
11.000	209.947	4.003
11.200	209.948	4.003
11.400	209.948	4.003
11.600	209.950	4.004
11.800	209.948	4.004
12.000	209.949	4.004
12.200	209.950	4.004
12.400	209.948	4.004
12.600	209.950	4.004
12.800	209.950	4.004
13.000	209.950	4.004
13.200	209.949	4.004
13.400	209.949	4.004
13.600	209.950	4.004
13.800	209.949	4.004
14.000	209.951	4.004
14.200	209.948	4.004
14.400	209.949	4.004
14.600	209.951	4.004
14.800	209.950	4.004
15.000	209.950	4.004
15.200	209.949	4.004
15.400	209.950	4.004
15.600	209.949	4.004
15.800	209.950	4.004
16.000	209.949	4.004
16.200	209.946	4.004
16.400	209.948	4.004
16.600	209.949	4.004
16.800	209.949	4.004
17.000	209.950	4.004
17.200	209.951	4.004
17.400	209.949	4.004
17.600	209.949	4.004
17.800	209.949	4.004
18.000	209.948	4.004
18.200	209.949	4.004
18.400	209.951	4.004
18.600	209.950	4.004
18.800	209.951	4.004
19.000	209.949	4.004
19.200	209.949	4.004
19.400	209.950	4.005
19.600	209.950	4.005
19.800	209.951	4.005
20.000	209.951	4.005
20.200	209.951	4.005
20.400	209.949	4.005
20.600	209.950	4.005
20.800	209.949	4.005
21.000	209.950	4.005
21.200	209.950	4.005
21.400	209.950	4.005
21.600	209.951	4.005
21.800	209.950	4.005
22.000	209.950	4.005
22.200	209.950	4.005
22.400	209.950	4.005
22.600	209.950	4.005
22.800	209.950	4.005
23.000	209.949	4.005
23.200	209.950	4.005
23.400	209.949	4.005
23.600	209.951	4.005
23.800	209.950	4.005
24.000	209.950	4.005
24.200	209.950	4.005
24.400	209.951	4.005
24.600	209.952	4.005
24.800	209.948	4.005
25.000	209.950	4.005
25.200	209.951	4.005
25.400	209.951	4.005
25.600	209.950	4.005
25.800	209.950	4.005
26.000	209.952	4.005
26.200	209.951	4.005
26.400	209.952	4.005
26.600	209.951	4.005
26.800	209.950	4.005
27.000	209.950	4.005
27.200	209.951	4.005
27.400	209.950	4.005
27.600	209.951	4.005
27.800	209.951	4.005
28.000	209.951	4.005
28.200	209.950	4.005
28.400	209.949	4.006
28.600	209.951	4.006
28.800	209.951	4.006
29.000	209.950	4.006
29.200	209.951	4.006
29.400	209.950	4.006
29.600	209.950	4.006
29.800	209.951	4.006
30.000	209.949	4.006
30.200	209.952	4.006
30.400	209.951	4.006
30.600	209.951	4.006
30.800	209.951	4.006
