freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	9.984E-02	4.221E-01	
7.943E+02	1.001E-01	3.348E-01	
6.310E+02	1.004E-01	2.653E-01	
5.012E+02	1.006E-01	2.103E-01	
3.981E+02	1.010E-01	1.667E-01	
3.162E+02	1.013E-01	1.320E-01	
2.512E+02	1.016E-01	1.045E-01	
1.995E+02	1.019E-01	8.263E-02	
1.585E+02	1.022E-01	6.529E-02	
1.259E+02	1.025E-01	5.157E-02	
1.000E+02	1.028E-01	4.067E-02	
7.943E+01	1.032E-01	3.257E-02	
6.310E+01	1.034E-01	2.566E-02	
5.200E+01	1.036E-01	2.102E-02	
3.981E+01	1.038E-01	1.587E-02	
3.162E+01	1.040E-01	1.253E-02	
2.512E+01	1.041E-01	9.829E-03	
1.995E+01	1.042E-01	7.698E-03	
1.585E+01	1.043E-01	6.050E-03	
1.259E+01	1.043E-01	4.734E-03	
1.000E+01	1.045E-01	3.710E-03	
7.943E+00	1.045E-01	2.839E-03	
6.310E+00	1.045E-01	2.192E-03	
5.012E+00	1.046E-01	1.648E-03	
3.981E+00	1.046E-01	1.211E-03	
3.162E+00	1.046E-01	8.964E-04	
2.512E+00	1.047E-01	6.024E-04	
1.995E+00	1.047E-01	3.853E-04	
1.585E+00	1.047E-01	1.395E-04	
1.259E+00	1.048E-01	-1.034E-04	
1.000E+00	1.049E-01	-2.397E-04	
7.943E-01	1.049E-01	-4.244E-04	
6.310E-01	1.049E-01	-5.914E-04	
5.012E-01	1.045E-01	-9.320E-05	
3.981E-01	1.047E-01	-5.051E-04	
3.162E-01	1.049E-01	-8.009E-04	
2.512E-01	1.050E-01	-1.071E-03	
1.995E-01	1.052E-01	-1.439E-03	
1.585E-01	1.053E-01	-1.743E-03	
1.259E-01	1.056E-01	-2.055E-03	
1.000E-01	1.058E-01	-2.443E-03	
7.943E-02	1.060E-01	-2.896E-03	
6.310E-02	1.063E-01	-3.354E-03	
5.012E-02	1.067E-01	-3.856E-03	
3.981E-02	1.071E-01	-4.617E-03	
3.162E-02	1.075E-01	-5.292E-03	
2.512E-02	1.082E-01	-6.319E-03	
1.995E-02	1.088E-01	-7.165E-03	
1.585E-02	1.097E-01	-8.492E-03	
1.259E-02	1.105E-01	-1.001E-02	
1.000E-02	1.117E-01	-1.147E-02	
