freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	9.810E-02	4.222E-01	
7.943E+02	9.834E-02	3.349E-01	
6.310E+02	9.856E-02	2.655E-01	
5.012E+02	9.884E-02	2.105E-01	
3.981E+02	9.909E-02	1.669E-01	
3.162E+02	9.938E-02	1.322E-01	
2.512E+02	9.965E-02	1.047E-01	
1.995E+02	9.993E-02	8.280E-02	
1.585E+02	1.002E-01	6.543E-02	
1.259E+02	1.005E-01	5.168E-02	
1.000E+02	1.007E-01	4.075E-02	
7.943E+01	1.011E-01	3.262E-02	
6.310E+01	1.013E-01	2.568E-02	
5.200E+01	1.015E-01	2.096E-02	
3.981E+01	1.017E-01	1.581E-02	
3.162E+01	1.019E-01	1.239E-02	
2.512E+01	1.020E-01	9.740E-03	
1.995E+01	1.022E-01	7.590E-03	
1.585E+01	1.023E-01	5.985E-03	
1.259E+01	1.024E-01	4.560E-03	
1.000E+01	1.025E-01	3.647E-03	
7.943E+00	1.026E-01	2.770E-03	
6.310E+00	1.026E-01	2.155E-03	
5.012E+00	1.027E-01	1.636E-03	
3.981E+00	1.027E-01	1.144E-03	
3.162E+00	1.027E-01	7.648E-04	
2.512E+00	1.028E-01	4.800E-04	
1.995E+00	1.029E-01	3.474E-04	
1.585E+00	1.029E-01	1.497E-04	
1.259E+00	1.030E-01	-2.226E-05	
1.000E+00	1.030E-01	-2.924E-04	
7.943E-01	1.030E-01	-3.643E-04	
6.310E-01	1.031E-01	-5.556E-04	
5.012E-01	1.027E-01	-1.000E-04	
3.981E-01	1.029E-01	-4.199E-04	
3.162E-01	1.029E-01	-8.010E-04	
2.512E-01	1.030E-01	-1.047E-03	
1.995E-01	1.032E-01	-1.335E-03	
1.585E-01	1.034E-01	-1.619E-03	
1.259E-01	1.036E-01	-1.924E-03	
1.000E-01	1.039E-01	-2.300E-03	
7.943E-02	1.041E-01	-2.636E-03	
6.310E-02	1.044E-01	-3.073E-03	
5.012E-02	1.047E-01	-3.589E-03	
3.981E-02	1.051E-01	-4.045E-03	
3.162E-02	1.055E-01	-4.791E-03	
2.512E-02	1.062E-01	-5.432E-03	
1.995E-02	1.067E-01	-6.476E-03	
1.585E-02	1.074E-01	-7.356E-03	
1.259E-02	1.086E-01	-8.299E-03	
1.000E-02	1.096E-01	-9.506E-03	
