freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	9.634E-02	4.221E-01	
7.943E+02	9.658E-02	3.348E-01	
6.310E+02	9.682E-02	2.654E-01	
5.012E+02	9.712E-02	2.104E-01	
3.981E+02	9.743E-02	1.667E-01	
3.162E+02	9.772E-02	1.320E-01	
2.512E+02	9.804E-02	1.045E-01	
1.995E+02	9.833E-02	8.269E-02	
1.585E+02	9.861E-02	6.534E-02	
1.259E+02	9.894E-02	5.161E-02	
1.000E+02	9.919E-02	4.072E-02	
7.943E+01	9.957E-02	3.260E-02	
6.310E+01	9.979E-02	2.571E-02	
5.200E+01	9.998E-02	2.102E-02	
3.981E+01	1.001E-01	1.592E-02	
3.162E+01	1.003E-01	1.253E-02	
2.512E+01	1.005E-01	9.877E-03	
1.995E+01	1.005E-01	7.695E-03	
1.585E+01	1.006E-01	6.059E-03	
1.259E+01	1.007E-01	4.747E-03	
1.000E+01	1.008E-01	3.733E-03	
7.943E+00	1.008E-01	2.870E-03	
6.310E+00	1.009E-01	2.217E-03	
5.012E+00	1.009E-01	1.738E-03	
3.981E+00	1.009E-01	1.204E-03	
3.162E+00	1.010E-01	9.687E-04	
2.512E+00	1.010E-01	6.122E-04	
1.995E+00	1.011E-01	3.377E-04	
1.585E+00	1.011E-01	1.501E-04	
1.259E+00	1.012E-01	-2.962E-05	
1.000E+00	1.012E-01	-2.302E-04	
7.943E-01	1.011E-01	-4.338E-04	
6.310E-01	1.013E-01	-5.676E-04	
5.012E-01	1.012E-01	-4.726E-06	
3.981E-01	1.015E-01	-4.228E-04	
3.162E-01	1.016E-01	-7.168E-04	
2.512E-01	1.017E-01	-9.724E-04	
1.995E-01	1.019E-01	-1.340E-03	
1.585E-01	1.020E-01	-1.578E-03	
1.259E-01	1.023E-01	-1.946E-03	
1.000E-01	1.024E-01	-2.221E-03	
7.943E-02	1.027E-01	-2.560E-03	
6.310E-02	1.029E-01	-2.920E-03	
5.012E-02	1.033E-01	-3.361E-03	
3.981E-02	1.037E-01	-4.022E-03	
3.162E-02	1.041E-01	-4.567E-03	
2.512E-02	1.047E-01	-5.430E-03	
1.995E-02	1.052E-01	-6.114E-03	
1.585E-02	1.061E-01	-7.017E-03	
1.259E-02	1.070E-01	-8.342E-03	
1.000E-02	1.079E-01	-9.353E-03	
