freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	9.739E-02	4.221E-01	
7.943E+02	9.765E-02	3.348E-01	
6.310E+02	9.789E-02	2.654E-01	
5.012E+02	9.820E-02	2.104E-01	
3.981E+02	9.849E-02	1.667E-01	
3.162E+02	9.879E-02	1.320E-01	
2.512E+02	9.910E-02	1.045E-01	
1.995E+02	9.942E-02	8.267E-02	
1.585E+02	9.971E-02	6.533E-02	
1.259E+02	9.998E-02	5.161E-02	
1.000E+02	1.003E-01	4.071E-02	
7.943E+01	1.007E-01	3.261E-02	
6.310E+01	1.009E-01	2.570E-02	
5.200E+01	1.010E-01	2.103E-02	
3.981E+01	1.012E-01	1.591E-02	
3.162E+01	1.014E-01	1.252E-02	
2.512E+01	1.015E-01	9.880E-03	
1.995E+01	1.017E-01	7.733E-03	
1.585E+01	1.017E-01	6.079E-03	
1.259E+01	1.018E-01	4.809E-03	
1.000E+01	1.018E-01	3.742E-03	
7.943E+00	1.019E-01	2.856E-03	
6.310E+00	1.019E-01	2.271E-03	
5.012E+00	1.019E-01	1.654E-03	
3.981E+00	1.020E-01	1.247E-03	
3.162E+00	1.020E-01	9.660E-04	
2.512E+00	1.020E-01	6.850E-04	
1.995E+00	1.021E-01	3.445E-04	
1.585E+00	1.021E-01	1.845E-04	
1.259E+00	1.022E-01	-1.082E-04	
1.000E+00	1.022E-01	-2.496E-04	
7.943E-01	1.023E-01	-4.011E-04	
6.310E-01	1.024E-01	-5.981E-04	
5.012E-01	1.024E-01	-2.132E-04	
3.981E-01	1.025E-01	-3.569E-04	
3.162E-01	1.026E-01	-6.508E-04	
2.512E-01	1.027E-01	-9.152E-04	
1.995E-01	1.029E-01	-1.256E-03	
1.585E-01	1.031E-01	-1.631E-03	
1.259E-01	1.033E-01	-1.925E-03	
1.000E-01	1.035E-01	-2.285E-03	
7.943E-02	1.038E-01	-2.621E-03	
6.310E-02	1.040E-01	-3.082E-03	
5.012E-02	1.045E-01	-3.489E-03	
3.981E-02	1.047E-01	-4.132E-03	
3.162E-02	1.051E-01	-4.749E-03	
2.512E-02	1.057E-01	-5.531E-03	
1.995E-02	1.063E-01	-6.327E-03	
1.585E-02	1.072E-01	-7.382E-03	
1.259E-02	1.080E-01	-8.728E-03	
1.000E-02	1.091E-01	-9.889E-03	
