freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.040E-01	4.222E-01	
7.943E+02	1.042E-01	3.349E-01	
6.310E+02	1.045E-01	2.654E-01	
5.012E+02	1.047E-01	2.104E-01	
3.981E+02	1.050E-01	1.668E-01	
3.162E+02	1.053E-01	1.321E-01	
2.512E+02	1.056E-01	1.046E-01	
1.995E+02	1.059E-01	8.274E-02	
1.585E+02	1.061E-01	6.540E-02	
1.259E+02	1.064E-01	5.163E-02	
1.000E+02	1.067E-01	4.072E-02	
7.943E+01	1.071E-01	3.260E-02	
6.310E+01	1.073E-01	2.569E-02	
5.200E+01	1.075E-01	2.096E-02	
3.981E+01	1.077E-01	1.586E-02	
3.162E+01	1.079E-01	1.243E-02	
2.512E+01	1.080E-01	9.723E-03	
1.995E+01	1.082E-01	7.587E-03	
1.585E+01	1.083E-01	5.881E-03	
1.259E+01	1.085E-01	4.609E-03	
1.000E+01	1.085E-01	3.588E-03	
7.943E+00	1.086E-01	2.767E-03	
6.310E+00	1.087E-01	2.086E-03	
5.012E+00	1.088E-01	1.612E-03	
3.981E+00	1.087E-01	1.289E-03	
3.162E+00	1.087E-01	8.095E-04	
2.512E+00	1.088E-01	5.312E-04	
1.995E+00	1.088E-01	3.745E-04	
1.585E+00	1.089E-01	1.315E-04	
1.259E+00	1.089E-01	-3.014E-05	
1.000E+00	1.090E-01	-2.574E-04	
7.943E-01	1.091E-01	-4.576E-04	
6.310E-01	1.091E-01	-6.204E-04	
5.012E-01	1.081E-01	-1.516E-04	
3.981E-01	1.082E-01	-3.815E-04	
3.162E-01	1.083E-01	-6.733E-04	
2.512E-01	1.084E-01	-1.028E-03	
1.995E-01	1.086E-01	-1.363E-03	
1.585E-01	1.087E-01	-1.685E-03	
1.259E-01	1.089E-01	-1.950E-03	
1.000E-01	1.092E-01	-2.262E-03	
7.943E-02	1.094E-01	-2.649E-03	
6.310E-02	1.097E-01	-3.076E-03	
5.012E-02	1.101E-01	-3.558E-03	
3.981E-02	1.104E-01	-4.083E-03	
3.162E-02	1.109E-01	-4.917E-03	
2.512E-02	1.114E-01	-5.506E-03	
1.995E-02	5.126E-01	-4.870E-02	
1.585E-02	1.040E-01	-9.338E-03	
1.259E-02	1.048E-01	-8.612E-03	
1.000E-02	1.065E-01	-9.309E-03	
