freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.528E-02	1.069E+00	
7.943E+02	8.541E-02	8.485E-01	
6.310E+02	8.553E-02	6.738E-01	
5.012E+02	8.573E-02	5.349E-01	
3.981E+02	8.594E-02	4.246E-01	
3.162E+02	8.616E-02	3.370E-01	
2.512E+02	8.638E-02	2.674E-01	
1.995E+02	8.657E-02	2.122E-01	
1.585E+02	8.679E-02	1.683E-01	
1.259E+02	8.700E-02	1.334E-01	
1.000E+02	8.722E-02	1.057E-01	
7.943E+01	8.753E-02	8.445E-02	
6.310E+01	8.768E-02	6.695E-02	
5.200E+01	8.783E-02	5.501E-02	
3.981E+01	8.800E-02	4.197E-02	
3.162E+01	8.815E-02	3.324E-02	
2.512E+01	8.820E-02	2.628E-02	
1.995E+01	8.827E-02	2.081E-02	
1.585E+01	8.841E-02	1.647E-02	
1.259E+01	8.841E-02	1.301E-02	
1.000E+01	8.850E-02	1.029E-02	
7.943E+00	8.853E-02	8.060E-03	
6.310E+00	8.856E-02	6.423E-03	
5.012E+00	8.854E-02	4.931E-03	
3.981E+00	8.857E-02	3.831E-03	
3.162E+00	8.867E-02	2.974E-03	
2.512E+00	8.868E-02	2.275E-03	
1.995E+00	8.871E-02	1.684E-03	
1.585E+00	8.882E-02	1.208E-03	
1.259E+00	8.883E-02	7.200E-04	
1.000E+00	8.889E-02	4.280E-04	
7.943E-01	8.891E-02	1.329E-04	
6.310E-01	8.902E-02	-1.396E-04	
5.012E-01	8.912E-02	1.536E-04	
3.981E-01	8.931E-02	-3.506E-04	
3.162E-01	8.938E-02	-4.321E-04	
2.512E-01	8.959E-02	-8.062E-04	
1.995E-01	8.971E-02	-1.133E-03	
1.585E-01	8.985E-02	-1.436E-03	
1.259E-01	9.001E-02	-1.632E-03	
1.000E-01	9.032E-02	-2.025E-03	
7.943E-02	9.044E-02	-2.286E-03	
6.310E-02	9.078E-02	-2.667E-03	
5.012E-02	9.108E-02	-3.096E-03	
3.981E-02	9.134E-02	-3.561E-03	
3.162E-02	9.180E-02	-4.044E-03	
2.512E-02	9.223E-02	-4.743E-03	
1.995E-02	9.300E-02	-5.530E-03	
1.585E-02	9.348E-02	-6.497E-03	
1.259E-02	9.421E-02	-7.136E-03	
1.000E-02	9.523E-02	-8.017E-03	
