freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.137E-01	1.069E+00	
7.943E+02	1.139E-01	8.483E-01	
6.310E+02	1.140E-01	6.735E-01	
5.012E+02	1.142E-01	5.346E-01	
3.981E+02	1.145E-01	4.243E-01	
3.162E+02	1.148E-01	3.366E-01	
2.512E+02	1.151E-01	2.670E-01	
1.995E+02	1.153E-01	2.117E-01	
1.585E+02	1.156E-01	1.678E-01	
1.259E+02	1.159E-01	1.329E-01	
1.000E+02	1.162E-01	1.052E-01	
7.943E+01	1.166E-01	8.404E-02	
6.310E+01	1.168E-01	6.637E-02	
5.200E+01	1.170E-01	5.442E-02	
3.981E+01	1.173E-01	4.123E-02	
3.162E+01	1.175E-01	3.235E-02	
2.512E+01	1.179E-01	2.530E-02	
1.995E+01	1.181E-01	1.972E-02	
1.585E+01	1.184E-01	1.524E-02	
1.259E+01	1.186E-01	1.180E-02	
1.000E+01	1.190E-01	9.007E-03	
7.943E+00	1.193E-01	6.864E-03	
6.310E+00	1.195E-01	5.194E-03	
5.012E+00	1.197E-01	3.877E-03	
3.981E+00	1.201E-01	2.923E-03	
3.162E+00	1.202E-01	2.168E-03	
2.512E+00	1.204E-01	1.625E-03	
1.995E+00	1.205E-01	9.758E-04	
1.585E+00	1.206E-01	5.713E-04	
1.259E+00	1.208E-01	2.238E-04	
1.000E+00	1.209E-01	-4.174E-05	
7.943E-01	1.210E-01	-2.646E-04	
6.310E-01	1.210E-01	-4.411E-04	
5.012E-01	1.213E-01	-2.626E-04	
3.981E-01	1.215E-01	-6.000E-04	
3.162E-01	1.217E-01	-8.915E-04	
2.512E-01	1.218E-01	-1.141E-03	
1.995E-01	1.221E-01	-1.620E-03	
1.585E-01	1.221E-01	-1.731E-03	
1.259E-01	1.223E-01	-2.091E-03	
1.000E-01	1.226E-01	-2.480E-03	
7.943E-02	1.229E-01	-2.929E-03	
6.310E-02	1.232E-01	-3.373E-03	
5.012E-02	1.237E-01	-3.946E-03	
3.981E-02	1.240E-01	-4.674E-03	
3.162E-02	1.246E-01	-5.314E-03	
2.512E-02	1.252E-01	-6.209E-03	
1.995E-02	1.568E+00	-1.704E-01	
1.585E-02	8.952E-02	-7.523E-03	
1.259E-02	9.650E-02	-7.997E-03	
1.000E-02	9.822E-02	-9.642E-03	
