freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.492E-02	1.069E+00	
7.943E+02	8.510E-02	8.485E-01	
6.310E+02	8.523E-02	6.737E-01	
5.012E+02	8.542E-02	5.349E-01	
3.981E+02	8.564E-02	4.246E-01	
3.162E+02	8.588E-02	3.370E-01	
2.512E+02	8.610E-02	2.674E-01	
1.995E+02	8.632E-02	2.121E-01	
1.585E+02	8.654E-02	1.683E-01	
1.259E+02	8.676E-02	1.334E-01	
1.000E+02	8.695E-02	1.058E-01	
7.943E+01	8.728E-02	8.447E-02	
6.310E+01	8.742E-02	6.694E-02	
5.200E+01	8.757E-02	5.506E-02	
3.981E+01	8.769E-02	4.204E-02	
3.162E+01	8.783E-02	3.322E-02	
2.512E+01	8.795E-02	2.639E-02	
1.995E+01	8.799E-02	2.088E-02	
1.585E+01	8.811E-02	1.652E-02	
1.259E+01	8.812E-02	1.303E-02	
1.000E+01	8.817E-02	1.037E-02	
7.943E+00	8.818E-02	8.158E-03	
6.310E+00	8.824E-02	6.420E-03	
5.012E+00	8.833E-02	5.015E-03	
3.981E+00	8.831E-02	3.872E-03	
3.162E+00	8.836E-02	3.012E-03	
2.512E+00	8.836E-02	2.269E-03	
1.995E+00	8.842E-02	1.727E-03	
1.585E+00	8.845E-02	1.234E-03	
1.259E+00	8.855E-02	8.191E-04	
1.000E+00	8.856E-02	4.618E-04	
7.943E-01	8.865E-02	1.259E-04	
6.310E-01	8.871E-02	-1.751E-04	
5.012E-01	8.872E-02	-3.239E-05	
3.981E-01	8.898E-02	-3.348E-04	
3.162E-01	8.909E-02	-6.023E-04	
2.512E-01	8.919E-02	-9.624E-04	
1.995E-01	8.933E-02	-1.169E-03	
1.585E-01	8.957E-02	-1.395E-03	
1.259E-01	8.981E-02	-1.736E-03	
1.000E-01	9.009E-02	-2.093E-03	
7.943E-02	9.021E-02	-2.391E-03	
6.310E-02	9.051E-02	-2.831E-03	
5.012E-02	9.077E-02	-3.293E-03	
3.981E-02	9.113E-02	-3.659E-03	
3.162E-02	9.143E-02	-4.335E-03	
2.512E-02	9.202E-02	-4.795E-03	
1.995E-02	9.270E-02	-5.798E-03	
1.585E-02	9.337E-02	-6.706E-03	
1.259E-02	9.420E-02	-7.462E-03	
1.000E-02	9.523E-02	-8.383E-03	
