freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.504E-02	1.069E+00	
7.943E+02	8.522E-02	8.483E-01	
6.310E+02	8.539E-02	6.735E-01	
5.012E+02	8.564E-02	5.346E-01	
3.981E+02	8.591E-02	4.243E-01	
3.162E+02	8.617E-02	3.367E-01	
2.512E+02	8.644E-02	2.671E-01	
1.995E+02	8.671E-02	2.119E-01	
1.585E+02	8.698E-02	1.680E-01	
1.259E+02	8.722E-02	1.332E-01	
1.000E+02	8.748E-02	1.055E-01	
7.943E+01	8.787E-02	8.426E-02	
6.310E+01	8.804E-02	6.674E-02	
5.200E+01	8.820E-02	5.488E-02	
3.981E+01	8.837E-02	4.188E-02	
3.162E+01	8.846E-02	3.315E-02	
2.512E+01	8.859E-02	2.620E-02	
1.995E+01	8.875E-02	2.076E-02	
1.585E+01	8.875E-02	1.642E-02	
1.259E+01	8.882E-02	1.299E-02	
1.000E+01	8.887E-02	1.027E-02	
7.943E+00	8.892E-02	8.077E-03	
6.310E+00	8.896E-02	6.323E-03	
5.012E+00	8.891E-02	5.013E-03	
3.981E+00	8.899E-02	3.792E-03	
3.162E+00	8.906E-02	2.955E-03	
2.512E+00	8.907E-02	2.231E-03	
1.995E+00	8.916E-02	1.609E-03	
1.585E+00	8.916E-02	1.132E-03	
1.259E+00	8.926E-02	8.077E-04	
1.000E+00	8.926E-02	3.883E-04	
7.943E-01	8.930E-02	6.334E-05	
6.310E-01	8.945E-02	-2.025E-04	
5.012E-01	8.950E-02	-9.164E-05	
3.981E-01	8.967E-02	-4.286E-04	
3.162E-01	8.977E-02	-8.001E-04	
2.512E-01	8.990E-02	-1.091E-03	
1.995E-01	9.006E-02	-1.531E-03	
1.585E-01	9.022E-02	-1.771E-03	
1.259E-01	9.050E-02	-2.203E-03	
1.000E-01	9.080E-02	-2.584E-03	
7.943E-02	9.102E-02	-3.030E-03	
6.310E-02	9.128E-02	-3.537E-03	
5.012E-02	9.167E-02	-4.148E-03	
3.981E-02	9.212E-02	-4.865E-03	
3.162E-02	9.263E-02	-5.558E-03	
2.512E-02	9.333E-02	-6.604E-03	
1.995E-02	9.365E-02	-7.800E-03	
1.585E-02	9.471E-02	-8.822E-03	
1.259E-02	9.571E-02	-1.053E-02	
1.000E-02	9.677E-02	-1.222E-02	
