freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.502E-02	1.069E+00	
7.943E+02	8.521E-02	8.484E-01	
6.310E+02	8.536E-02	6.736E-01	
5.012E+02	8.558E-02	5.347E-01	
3.981E+02	8.583E-02	4.244E-01	
3.162E+02	8.605E-02	3.368E-01	
2.512E+02	8.631E-02	2.673E-01	
1.995E+02	8.655E-02	2.120E-01	
1.585E+02	8.680E-02	1.681E-01	
1.259E+02	8.703E-02	1.333E-01	
1.000E+02	8.723E-02	1.057E-01	
7.943E+01	8.760E-02	8.441E-02	
6.310E+01	8.774E-02	6.691E-02	
5.200E+01	8.789E-02	5.502E-02	
3.981E+01	8.799E-02	4.199E-02	
3.162E+01	8.812E-02	3.328E-02	
2.512E+01	8.823E-02	2.635E-02	
1.995E+01	8.830E-02	2.092E-02	
1.585E+01	8.836E-02	1.650E-02	
1.259E+01	8.842E-02	1.306E-02	
1.000E+01	8.843E-02	1.033E-02	
7.943E+00	8.847E-02	8.164E-03	
6.310E+00	8.851E-02	6.406E-03	
5.012E+00	8.853E-02	4.993E-03	
3.981E+00	8.867E-02	3.970E-03	
3.162E+00	8.852E-02	3.005E-03	
2.512E+00	8.872E-02	2.308E-03	
1.995E+00	8.871E-02	1.677E-03	
1.585E+00	8.878E-02	1.246E-03	
1.259E+00	8.881E-02	7.327E-04	
1.000E+00	8.883E-02	4.226E-04	
7.943E-01	8.891E-02	1.540E-04	
6.310E-01	8.900E-02	-1.211E-04	
5.012E-01	8.906E-02	6.298E-05	
3.981E-01	8.920E-02	-2.643E-04	
3.162E-01	8.934E-02	-6.027E-04	
2.512E-01	8.944E-02	-9.587E-04	
1.995E-01	8.959E-02	-1.174E-03	
1.585E-01	8.986E-02	-1.428E-03	
1.259E-01	9.005E-02	-1.695E-03	
1.000E-01	9.026E-02	-2.093E-03	
7.943E-02	9.050E-02	-2.293E-03	
6.310E-02	9.070E-02	-2.808E-03	
5.012E-02	9.107E-02	-3.277E-03	
3.981E-02	9.131E-02	-3.672E-03	
3.162E-02	9.186E-02	-4.263E-03	
2.512E-02	9.232E-02	-4.912E-03	
1.995E-02	9.293E-02	-5.630E-03	
1.585E-02	9.364E-02	-6.698E-03	
1.259E-02	9.427E-02	-7.448E-03	
1.000E-02	9.535E-02	-8.350E-03	
