freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.524E-02	1.069E+00	
7.943E+02	8.542E-02	8.483E-01	
6.310E+02	8.559E-02	6.735E-01	
5.012E+02	8.582E-02	5.346E-01	
3.981E+02	8.607E-02	4.243E-01	
3.162E+02	8.635E-02	3.367E-01	
2.512E+02	8.661E-02	2.671E-01	
1.995E+02	8.689E-02	2.119E-01	
1.585E+02	8.717E-02	1.680E-01	
1.259E+02	8.741E-02	1.331E-01	
1.000E+02	8.768E-02	1.055E-01	
7.943E+01	8.808E-02	8.424E-02	
6.310E+01	8.824E-02	6.672E-02	
5.200E+01	8.840E-02	5.486E-02	
3.981E+01	8.860E-02	4.182E-02	
3.162E+01	8.871E-02	3.313E-02	
2.512E+01	8.884E-02	2.622E-02	
1.995E+01	8.895E-02	2.076E-02	
1.585E+01	8.903E-02	1.642E-02	
1.259E+01	8.907E-02	1.302E-02	
1.000E+01	8.912E-02	1.024E-02	
7.943E+00	8.915E-02	8.089E-03	
6.310E+00	8.922E-02	6.406E-03	
5.012E+00	8.928E-02	4.916E-03	
3.981E+00	8.930E-02	3.861E-03	
3.162E+00	8.930E-02	3.048E-03	
2.512E+00	8.941E-02	2.225E-03	
1.995E+00	8.933E-02	1.720E-03	
1.585E+00	8.937E-02	1.243E-03	
1.259E+00	8.945E-02	8.163E-04	
1.000E+00	8.961E-02	5.555E-04	
7.943E-01	8.959E-02	2.230E-04	
6.310E-01	8.961E-02	-7.519E-05	
5.012E-01	8.963E-02	2.098E-05	
3.981E-01	8.979E-02	-2.781E-04	
3.162E-01	8.999E-02	-6.304E-04	
2.512E-01	9.015E-02	-9.185E-04	
1.995E-01	9.027E-02	-1.112E-03	
1.585E-01	9.040E-02	-1.563E-03	
1.259E-01	9.058E-02	-1.837E-03	
1.000E-01	9.081E-02	-2.261E-03	
7.943E-02	9.103E-02	-2.527E-03	
6.310E-02	9.132E-02	-3.017E-03	
5.012E-02	9.157E-02	-3.363E-03	
3.981E-02	9.205E-02	-4.001E-03	
3.162E-02	9.231E-02	-4.633E-03	
2.512E-02	9.297E-02	-5.342E-03	
1.995E-02	9.350E-02	-6.419E-03	
1.585E-02	9.414E-02	-7.246E-03	
1.259E-02	9.518E-02	-8.294E-03	
1.000E-02	9.613E-02	-9.640E-03	
