time /s	I /mA	E /V
0.200	209.541	3.666
0.400	209.904	3.666
0.600	209.927	3.666
0.800	209.937	3.666
1.000	209.944	3.667
1.200	209.947	3.667
1.400	209.949	3.667
1.600	209.952	3.667
1.800	209.953	3.667
2.000	209.952	3.667
2.200	209.953	3.667
2.400	209.956	3.667
2.600	209.955	3.667
2.800	209.957	3.667
3.000	209.958	3.667
3.200	209.956	3.667
3.400	209.958	3.667
3.600	209.959	3.667
3.800	209.958	3.667
4.000	209.958	3.667
4.200	209.960	3.667
4.400	209.959	3.667
4.600	209.961	3.668
4.800	209.961	3.668
5.000	209.959	3.668
5.200	209.960	3.668
5.400	209.959	3.668
5.600	209.960	3.668
5.800	209.960	3.668
6.000	209.960	3.668
6.200	209.961	3.668
6.400	209.960	3.668
6.600	209.959	3.668
6.800	209.959	3.668
7.000	209.961	3.668
7.200	209.962	3.668
7.400	209.960	3.668
7.600	209.958	3.668
7.800	209.958	3.668
8.000	209.960	3.668
8.200	209.961	3.668
8.400	209.961	3.668
8.600	209.962	3.668
8.800	209.963	3.668
9.000	209.962	3.668
9.200	209.961	3.668
9.400	209.962	3.668
9.600	209.962	3.668
9.800	209.962	3.668
10.000	209.962	3.668
10.200	209.964	3.668
10.400	209.965	3.668
10.600	209.963	3.668
10.800	209.964	3.668
11.000	209.963	3.668
11.200	209.962	3.668
11.400	209.963	3.668
11.600	209.962	3.669
11.800	209.962	3.669
12.000	209.962	3.669
12.200	209.962	3.669
12.400	209.961	3.669
12.600	209.962	3.669
12.800	209.963	3.669
13.000	209.962	3.669
13.200	209.963	3.669
13.400	209.962	3.669
13.600	209.963	3.669
13.800	209.962	3.669
14.000	209.962	3.669
14.200	209.962	3.669
14.400	209.962	3.669
14.600	209.961	3.669
14.800	209.961	3.669
15.000	209.962	3.669
15.200	209.961	3.669
15.400	209.962	3.669
15.600	209.963	3.669
15.800	209.962	3.669
16.000	209.962	3.669
16.200	209.961	3.669
16.400	209.964	3.669
16.600	209.963	3.669
16.800	209.963	3.669
17.000	209.964	3.669
17.200	209.962	3.669
17.400	209.963	3.669
17.600	209.963	3.669
17.800	209.963	3.669
18.000	209.963	3.669
18.200	209.963	3.669
18.400	209.964	3.669
18.600	209.963	3.669
18.800	209.964	3.669
19.000	209.964	3.669
19.200	209.965	3.669
19.400	209.963	3.669
19.600	209.962	3.669
19.800	209.964	3.669
20.000	209.964	3.669
20.200	209.961	3.669
20.400	209.963	3.669
20.600	209.963	3.669
20.800	209.965	3.669
21.000	209.966	3.669
21.200	209.963	3.669
21.400	209.963	3.669
21.600	209.962	3.669
21.800	209.964	3.669
22.000	209.963	3.669
22.200	209.964	3.669
22.400	209.965	3.669
22.600	209.965	3.669
22.800	209.963	3.669
23.000	209.963	3.669
23.200	209.963	3.669
23.400	209.963	3.670
23.600	209.962	3.670
23.800	209.963	3.670
24.000	209.963	3.670
24.200	209.962	3.670
24.400	209.962	3.670
24.600	209.963	3.670
24.800	209.962	3.670
25.000	209.963	3.670
25.200	209.963	3.670
25.400	209.965	3.670
25.600	209.963	3.670
25.800	209.964	3.670
26.000	209.964	3.670
26.200	209.964	3.670
26.400	209.965	3.670
26.600	209.964	3.670
26.800	209.965	3.670
27.000	209.962	3.670
27.200	209.964	3.670
27.400	209.963	3.670
27.600	209.963	3.670
27.800	209.962	3.670
28.000	209.963	3.670
28.200	209.962	3.670
28.400	209.961	3.670
28.600	209.960	3.670
28.800	209.961	3.670
29.000	209.961	3.670
29.200	209.963	3.670
29.400	209.962	3.670
29.600	209.962	3.670
29.800	209.962	3.670
30.000	209.964	3.670
30.200	209.962	3.670
30.400	209.960	3.670
30.600	209.963	3.670
30.800	209.962	3.670
31.000	209.964	3.670
31.200	209.962	3.670
31.400	209.961	3.670
31.600	209.961	3.670
31.800	209.961	3.670
32.000	209.963	3.670
32.200	209.961	3.670
32.400	209.962	3.670
32.600	209.962	3.670
32.800	209.960	3.670
33.000	209.961	3.670
33.200	209.962	3.670
33.400	209.961	3.670
33.600	209.961	3.670
33.800	209.962	3.670
34.000	209.961	3.670
34.200	209.961	3.670
34.400	209.963	3.670
34.600	209.961	3.670
34.800	209.960	3.670
35.000	209.961	3.670
35.200	209.962	3.670
35.400	209.961	3.670
35.600	209.962	3.670
35.800	209.962	3.670
36.000	209.962	3.670
36.200	209.961	3.670
36.400	209.961	3.670
36.600	209.962	3.670
36.800	209.963	3.670
37.000	209.961	3.670
37.200	209.961	3.670
37.400	209.960	3.670
37.600	209.963	3.670
37.800	209.962	3.670
38.000	209.962	3.670
38.200	209.961	3.671
38.400	209.962	3.671
38.600	209.964	3.671
38.800	209.961	3.671
39.000	209.960	3.671
39.200	209.962	3.671
39.400	209.962	3.671
39.600	209.962	3.671
39.800	209.963	3.671
40.000	209.964	3.671
40.200	209.964	3.671
40.400	209.964	3.671
40.600	209.962	3.671
40.800	209.964	3.671
41.000	209.959	3.671
41.200	209.962	3.671
41.400	209.962	3.671
41.600	209.961	3.671
41.800	209.963	3.671
42.000	209.963	3.671
42.200	209.963	3.671
42.400	209.963	3.671
42.600	209.963	3.671
42.800	209.962	3.671
43.000	209.963	3.671
43.200	209.964	3.671
43.400	209.963	3.671
43.600	209.965	3.671
43.800	209.962	3.671
44.000	209.962	3.671
44.200	209.962	3.671
44.400	209.962	3.671
44.600	209.962	3.671
44.800	209.961	3.671
45.000	209.962	3.671
45.200	209.961	3.671
45.400	209.961	3.671
45.600	209.961	3.671
45.800	209.961	3.671
46.000	209.962	3.671
46.200	209.963	3.671
46.400	209.962	3.671
46.600	209.961	3.671
46.800	209.962	3.671
47.000	209.963	3.671
47.200	209.964	3.671
47.400	209.963	3.671
47.600	209.963	3.671
47.800	209.961	3.671
48.000	209.963	3.671
48.200	209.962	3.671
48.400	209.962	3.671
48.600	209.962	3.671
48.800	209.964	3.671
49.000	209.963	3.671
49.200	209.963	3.671
49.400	209.965	3.671
49.600	209.964	3.671
49.800	209.962	3.671
50.000	209.961	3.671
50.200	209.963	3.671
50.400	209.961	3.671
50.600	209.962	3.671
50.800	209.962	3.671
51.000	209.962	3.671
51.200	209.963	3.671
51.400	209.963	3.671
51.600	209.963	3.671
51.800	209.961	3.671
52.000	209.962	3.671
52.200	209.961	3.671
52.400	209.962	3.671
52.600	209.963	3.671
52.800	209.962	3.671
53.000	209.961	3.671
53.200	209.961	3.671
53.400	209.961	3.671
53.600	209.961	3.671
53.800	209.962	3.671
54.000	209.963	3.671
54.200	209.962	3.671
54.400	209.962	3.671
54.600	209.961	3.671
54.800	209.963	3.671
55.000	209.961	3.671
55.200	209.962	3.671
55.400	209.960	3.671
55.600	209.961	3.671
55.800	209.963	3.671
56.000	209.963	3.671
56.200	209.962	3.671
56.400	209.962	3.672
56.600	209.961	3.671
56.800	209.961	3.671
57.000	209.959	3.671
57.200	209.959	3.671
57.400	209.960	3.672
57.600	209.961	3.672
57.800	209.961	3.672
58.000	209.961	3.672
58.200	209.960	3.672
58.400	209.960	3.672
58.600	209.963	3.672
58.800	209.962	3.672
59.000	209.962	3.672
59.200	209.961	3.672
59.400	209.962	3.672
59.600	209.961	3.672
59.800	209.960	3.672
60.000	209.961	3.672
60.200	209.962	3.672
60.400	209.962	3.672
60.600	209.960	3.672
60.800	209.962	3.672
61.000	209.962	3.672
61.200	209.961	3.672
61.400	209.961	3.672
61.600	209.960	3.672
61.800	209.961	3.672
62.000	209.960	3.672
62.200	209.961	3.672
62.400	209.960	3.672
62.600	209.959	3.672
62.800	209.961	3.672
63.000	209.962	3.672
63.200	209.961	3.672
63.400	209.961	3.672
63.600	209.960	3.672
63.800	209.960	3.672
64.000	209.961	3.672
64.200	209.962	3.672
64.400	209.962	3.672
64.600	209.963	3.672
64.800	209.961	3.672
65.000	209.961	3.672
65.200	209.961	3.672
65.400	209.961	3.672
65.600	209.962	3.672
65.800	209.961	3.672
66.000	209.960	3.672
66.200	209.960	3.672
66.400	209.961	3.672
66.600	209.960	3.672
66.800	209.960	3.672
67.000	209.961	3.672
67.200	209.961	3.672
67.400	209.959	3.672
67.600	209.960	3.672
67.800	209.960	3.672
68.000	209.961	3.672
68.200	209.961	3.672
68.400	209.960	3.672
68.600	209.961	3.672
68.800	209.962	3.672
69.000	209.961	3.672
69.200	209.962	3.672
69.400	209.963	3.672
69.600	209.964	3.672
69.800	209.963	3.672
70.000	209.964	3.672
70.200	209.961	3.672
70.400	209.962	3.672
70.600	209.961	3.672
70.800	209.961	3.672
71.000	209.961	3.672
71.200	209.962	3.672
71.400	209.961	3.672
71.600	209.962	3.672
71.800	209.961	3.672
72.000	209.961	3.672
72.200	209.960	3.672
72.400	209.960	3.672
72.600	209.961	3.672
72.800	209.958	3.672
73.000	209.960	3.672
73.200	209.959	3.672
73.400	209.959	3.672
73.600	209.960	3.672
73.800	209.959	3.672
74.000	209.959	3.672
74.200	209.959	3.672
74.400	209.959	3.672
74.600	209.961	3.672
74.800	209.958	3.672
75.000	209.958	3.672
75.200	209.959	3.672
75.400	209.960	3.672
75.600	209.960	3.672
75.800	209.961	3.672
76.000	209.959	3.672
76.200	209.959	3.672
76.400	209.959	3.672
76.600	209.959	3.672
76.800	209.958	3.672
77.000	209.958	3.672
77.200	209.959	3.672
77.400	209.958	3.672
77.600	209.961	3.672
77.800	209.959	3.672
78.000	209.960	3.672
78.200	209.961	3.673
78.400	209.960	3.672
78.600	209.960	3.672
78.800	209.960	3.672
79.000	209.957	3.672
79.200	209.958	3.672
79.400	209.958	3.672
79.600	209.957	3.672
79.800	209.960	3.672
80.000	209.960	3.673
80.200	209.959	3.673
80.400	209.961	3.673
80.600	209.959	3.673
80.800	209.960	3.673
81.000	209.958	3.673
81.200	209.959	3.673
81.400	209.959	3.673
81.600	209.957	3.673
81.800	209.956	3.673
82.000	209.958	3.673
82.200	209.959	3.673
82.400	209.958	3.673
82.600	209.959	3.673
82.800	209.959	3.673
83.000	209.959	3.673
83.200	209.960	3.673
83.400	209.959	3.673
83.600	209.958	3.673
83.800	209.958	3.673
84.000	209.959	3.673
84.200	209.960	3.673
84.400	209.959	3.673
84.600	209.958	3.673
84.800	209.959	3.673
85.000	209.959	3.673
85.200	209.958	3.673
85.400	209.959	3.673
85.600	209.958	3.673
85.800	209.958	3.673
86.000	209.958	3.673
86.200	209.958	3.673
86.400	209.959	3.673
86.600	209.961	3.673
86.800	209.960	3.673
87.000	209.960	3.673
87.200	209.962	3.673
87.400	209.961	3.673
87.600	209.961	3.673
87.800	209.959	3.673
88.000	209.960	3.673
88.200	209.962	3.673
88.400	209.961	3.673
88.600	209.962	3.673
88.800	209.960	3.673
89.000	209.961	3.673
89.200	209.960	3.673
89.400	209.960	3.673
89.600	209.961	3.673
89.800	209.958	3.673
90.000	209.960	3.673
90.200	209.961	3.673
90.400	209.961	3.673
90.600	209.958	3.673
90.800	209.960	3.673
91.000	209.959	3.673
91.200	209.961	3.673
91.400	209.960	3.673
91.600	209.962	3.673
91.800	209.960	3.673
92.000	209.959	3.673
92.200	209.960	3.673
92.400	209.959	3.673
92.600	209.960	3.673
92.800	209.960	3.673
93.000	209.960	3.673
93.200	209.959	3.673
93.400	209.960	3.673
93.600	209.960	3.673
93.800	209.959	3.673
94.000	209.959	3.673
94.200	209.960	3.673
94.400	209.959	3.673
94.600	209.960	3.673
94.800	209.959	3.673
95.000	209.960	3.673
95.200	209.960	3.673
95.400	209.960	3.673
95.600	209.962	3.673
95.800	209.961	3.673
96.000	209.959	3.673
96.200	209.959	3.673
96.400	209.960	3.673
96.600	209.960	3.673
96.800	209.960	3.673
97.000	209.962	3.673
97.200	209.962	3.673
97.400	209.961	3.673
97.600	209.959	3.673
97.800	209.961	3.673
98.000	209.961	3.673
98.200	209.960	3.673
98.400	209.960	3.673
98.600	209.962	3.673
98.800	209.960	3.673
99.000	209.959	3.673
99.200	209.961	3.673
99.400	209.960	3.673
99.600	209.960	3.673
99.800	209.961	3.673
100.000	209.961	3.673
100.200	209.961	3.673
100.400	209.962	3.673
100.600	209.960	3.673
100.800	209.961	3.673
101.000	209.961	3.673
101.200	209.961	3.673
101.400	209.960	3.674
101.600	209.961	3.674
101.800	209.959	3.673
102.000	209.961	3.673
102.200	209.961	3.674
102.400	209.961	3.674
102.600	209.960	3.674
102.800	209.960	3.674
103.000	209.962	3.674
103.200	209.961	3.674
103.400	209.961	3.674
103.600	209.960	3.674
103.800	209.960	3.674
104.000	209.959	3.674
104.200	209.959	3.674
104.400	209.959	3.674
104.600	209.958	3.674
104.800	209.961	3.674
105.000	209.960	3.674
105.200	209.961	3.674
105.400	209.959	3.674
105.600	209.959	3.674
105.800	209.960	3.674
106.000	209.961	3.674
106.200	209.959	3.674
106.400	209.960	3.674
106.600	209.958	3.674
106.800	209.959	3.674
107.000	209.960	3.674
107.200	209.960	3.674
107.400	209.962	3.674
107.600	209.961	3.674
107.800	209.961	3.674
108.000	209.961	3.674
108.200	209.960	3.674
108.400	209.957	3.674
108.600	209.961	3.674
108.800	209.962	3.674
109.000	209.962	3.674
109.200	209.961	3.674
109.400	209.959	3.674
109.600	209.959	3.674
109.800	209.960	3.674
110.000	209.960	3.674
110.200	209.960	3.674
110.400	209.960	3.674
110.600	209.960	3.674
110.800	209.959	3.674
111.000	209.958	3.674
111.200	209.960	3.674
111.400	209.960	3.674
111.600	209.960	3.674
111.800	209.961	3.674
112.000	209.960	3.674
112.200	209.961	3.674
112.400	209.959	3.674
112.600	209.959	3.674
112.800	209.961	3.674
113.000	209.960	3.674
113.200	209.959	3.674
113.400	209.959	3.674
113.600	209.961	3.674
113.800	209.960	3.674
114.000	209.960	3.674
114.200	209.960	3.674
114.400	209.962	3.674
114.600	209.960	3.674
114.800	209.961	3.674
115.000	209.959	3.674
115.200	209.961	3.674
115.400	209.961	3.674
115.600	209.959	3.674
115.800	209.959	3.674
116.000	209.960	3.674
116.200	209.959	3.674
116.400	209.960	3.674
116.600	209.959	3.674
116.800	209.961	3.674
117.000	209.961	3.674
117.200	209.960	3.674
117.400	209.959	3.674
117.600	209.962	3.674
117.800	209.961	3.674
118.000	209.961	3.674
118.200	209.960	3.674
118.400	209.959	3.674
118.600	209.960	3.674
118.800	209.958	3.674
119.000	209.960	3.674
119.200	209.959	3.674
119.400	209.961	3.674
119.600	209.960	3.674
119.800	209.960	3.674
120.000	209.960	3.674
120.200	209.959	3.674
120.400	209.960	3.674
120.600	209.958	3.674
120.800	209.959	3.674
121.000	209.961	3.674
121.200	209.959	3.674
121.400	209.960	3.674
121.600	209.960	3.674
121.800	209.962	3.674
122.000	209.959	3.674
122.200	209.960	3.674
122.400	209.961	3.674
122.600	209.959	3.674
122.800	209.960	3.674
123.000	209.960	3.674
123.200	209.959	3.674
123.400	209.961	3.674
123.600	209.960	3.674
123.800	209.959	3.674
124.000	209.959	3.674
124.200	209.960	3.674
124.400	209.958	3.674
124.600	209.960	3.674
124.800	209.961	3.674
125.000	209.962	3.674
125.200	209.961	3.674
125.400	209.960	3.674
125.600	209.959	3.674
125.800	209.962	3.674
126.000	209.961	3.674
126.200	209.960	3.674
126.400	209.961	3.674
126.600	209.960	3.674
126.800	209.961	3.674
127.000	209.960	3.674
127.200	209.962	3.674
127.400	209.962	3.674
127.600	209.964	3.674
127.800	209.961	3.674
128.000	209.961	3.674
128.200	209.960	3.674
128.400	209.961	3.674
128.600	209.960	3.674
128.800	209.962	3.674
129.000	209.961	3.674
129.200	209.961	3.674
129.400	209.961	3.674
129.600	209.960	3.674
129.800	209.960	3.674
130.000	209.960	3.674
130.200	209.961	3.674
130.400	209.960	3.674
130.600	209.960	3.674
130.800	209.960	3.674
131.000	209.962	3.674
131.200	209.961	3.674
131.400	209.960	3.674
131.600	209.961	3.675
131.800	209.962	3.675
132.000	209.961	3.675
132.200	209.962	3.675
132.400	209.962	3.675
132.600	209.961	3.675
132.800	209.960	3.675
133.000	209.962	3.675
133.200	209.962	3.675
133.400	209.960	3.675
133.600	209.962	3.675
133.800	209.961	3.675
134.000	209.960	3.675
134.200	209.958	3.675
134.400	209.960	3.675
134.600	209.960	3.675
134.800	209.961	3.675
135.000	209.960	3.675
135.200	209.960	3.675
135.400	209.959	3.675
135.600	209.959	3.675
135.800	209.959	3.675
136.000	209.961	3.675
136.200	209.961	3.675
136.400	209.959	3.675
136.600	209.960	3.675
136.800	209.959	3.675
137.000	209.960	3.675
137.200	209.961	3.675
137.400	209.962	3.675
137.600	209.960	3.675
137.800	209.960	3.675
138.000	209.960	3.675
138.200	209.959	3.675
138.400	209.961	3.675
138.600	209.960	3.675
138.800	209.959	3.675
139.000	209.960	3.675
139.200	209.958	3.675
139.400	209.959	3.675
139.600	209.960	3.675
139.800	209.959	3.675
140.000	209.961	3.675
140.200	209.960	3.675
140.400	209.959	3.675
140.600	209.960	3.675
140.800	209.959	3.675
141.000	209.958	3.675
141.200	209.960	3.675
141.400	209.958	3.675
141.600	209.960	3.675
141.800	209.959	3.675
142.000	209.960	3.675
142.200	209.958	3.675
142.400	209.960	3.675
142.600	209.958	3.675
142.800	209.960	3.675
143.000	209.960	3.675
143.200	209.961	3.675
143.400	209.959	3.675
143.600	209.959	3.675
143.800	209.959	3.675
144.000	209.960	3.675
144.200	209.961	3.675
144.400	209.958	3.675
144.600	209.959	3.675
144.800	209.959	3.675
145.000	209.959	3.675
145.200	209.959	3.675
145.400	209.958	3.675
145.600	209.959	3.675
145.800	209.960	3.675
146.000	209.958	3.675
146.200	209.959	3.675
146.400	209.962	3.675
146.600	209.961	3.675
146.800	209.961	3.675
147.000	209.962	3.675
147.200	209.960	3.675
147.400	209.960	3.675
147.600	209.960	3.675
147.800	209.960	3.675
148.000	209.959	3.675
148.200	209.960	3.675
148.400	209.961	3.675
148.600	209.960	3.675
148.800	209.960	3.675
149.000	209.960	3.675
149.200	209.961	3.675
149.400	209.961	3.675
149.600	209.961	3.675
149.800	209.959	3.675
150.000	209.959	3.675
150.200	209.959	3.675
150.400	209.960	3.675
150.600	209.960	3.675
150.800	209.960	3.675
151.000	209.960	3.675
151.200	209.960	3.675
151.400	209.958	3.675
151.600	209.960	3.675
151.800	209.961	3.675
152.000	209.960	3.675
