freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.496E-02	1.069E+00	
7.943E+02	8.517E-02	8.484E-01	
6.310E+02	8.529E-02	6.737E-01	
5.012E+02	8.550E-02	5.348E-01	
3.981E+02	8.575E-02	4.245E-01	
3.162E+02	8.599E-02	3.369E-01	
2.512E+02	8.622E-02	2.673E-01	
1.995E+02	8.643E-02	2.121E-01	
1.585E+02	8.668E-02	1.682E-01	
1.259E+02	8.689E-02	1.334E-01	
1.000E+02	8.711E-02	1.057E-01	
7.943E+01	8.744E-02	8.446E-02	
6.310E+01	8.759E-02	6.694E-02	
5.200E+01	8.772E-02	5.504E-02	
3.981E+01	8.789E-02	4.204E-02	
3.162E+01	8.796E-02	3.333E-02	
2.512E+01	8.807E-02	2.639E-02	
1.995E+01	8.810E-02	2.085E-02	
1.585E+01	8.823E-02	1.653E-02	
1.259E+01	8.821E-02	1.306E-02	
1.000E+01	8.825E-02	1.031E-02	
7.943E+00	8.832E-02	8.173E-03	
6.310E+00	8.833E-02	6.461E-03	
5.012E+00	8.840E-02	4.983E-03	
3.981E+00	8.841E-02	3.932E-03	
3.162E+00	8.844E-02	2.918E-03	
2.512E+00	8.853E-02	2.324E-03	
1.995E+00	8.847E-02	1.665E-03	
1.585E+00	8.859E-02	1.182E-03	
1.259E+00	8.863E-02	7.803E-04	
1.000E+00	8.863E-02	4.297E-04	
7.943E-01	8.867E-02	1.094E-04	
6.310E-01	8.875E-02	-1.619E-04	
5.012E-01	8.911E-02	9.324E-05	
3.981E-01	8.908E-02	-2.835E-04	
3.162E-01	8.921E-02	-6.611E-04	
2.512E-01	8.933E-02	-9.264E-04	
1.995E-01	8.947E-02	-1.198E-03	
1.585E-01	8.971E-02	-1.596E-03	
1.259E-01	8.987E-02	-1.805E-03	
1.000E-01	9.013E-02	-2.086E-03	
7.943E-02	9.021E-02	-2.339E-03	
6.310E-02	9.054E-02	-2.766E-03	
5.012E-02	9.091E-02	-3.278E-03	
3.981E-02	9.114E-02	-3.644E-03	
3.162E-02	9.162E-02	-4.284E-03	
2.512E-02	9.211E-02	-4.896E-03	
1.995E-02	9.272E-02	-5.698E-03	
1.585E-02	9.341E-02	-6.746E-03	
1.259E-02	9.412E-02	-7.480E-03	
1.000E-02	9.515E-02	-8.497E-03	
