freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	8.522E-02	1.069E+00	
7.943E+02	8.543E-02	8.483E-01	
6.310E+02	8.557E-02	6.735E-01	
5.012E+02	8.581E-02	5.346E-01	
3.981E+02	8.607E-02	4.243E-01	
3.162E+02	8.634E-02	3.367E-01	
2.512E+02	8.662E-02	2.671E-01	
1.995E+02	8.689E-02	2.119E-01	
1.585E+02	8.715E-02	1.680E-01	
1.259E+02	8.741E-02	1.331E-01	
1.000E+02	8.764E-02	1.055E-01	
7.943E+01	8.805E-02	8.427E-02	
6.310E+01	8.822E-02	6.675E-02	
5.200E+01	8.837E-02	5.487E-02	
3.981E+01	8.854E-02	4.186E-02	
3.162E+01	8.869E-02	3.313E-02	
2.512E+01	8.882E-02	2.623E-02	
1.995E+01	8.890E-02	2.083E-02	
1.585E+01	8.897E-02	1.649E-02	
1.259E+01	8.900E-02	1.301E-02	
1.000E+01	8.909E-02	1.025E-02	
7.943E+00	8.907E-02	8.124E-03	
6.310E+00	8.920E-02	6.335E-03	
5.012E+00	8.921E-02	4.989E-03	
3.981E+00	8.922E-02	3.948E-03	
3.162E+00	8.919E-02	3.014E-03	
2.512E+00	8.922E-02	2.248E-03	
1.995E+00	8.932E-02	1.681E-03	
1.585E+00	8.940E-02	1.254E-03	
1.259E+00	8.944E-02	8.272E-04	
1.000E+00	8.947E-02	4.720E-04	
7.943E-01	8.948E-02	2.146E-04	
6.310E-01	8.955E-02	-9.793E-05	
5.012E-01	8.986E-02	8.167E-06	
3.981E-01	8.981E-02	-3.358E-04	
3.162E-01	8.987E-02	-5.874E-04	
2.512E-01	8.996E-02	-9.615E-04	
1.995E-01	9.019E-02	-1.216E-03	
1.585E-01	9.043E-02	-1.647E-03	
1.259E-01	9.054E-02	-1.983E-03	
1.000E-01	9.080E-02	-2.261E-03	
7.943E-02	9.110E-02	-2.623E-03	
6.310E-02	9.133E-02	-3.184E-03	
5.012E-02	9.164E-02	-3.708E-03	
3.981E-02	1.440E+00	-1.313E-01	
3.162E-02	9.016E-02	-7.192E-03	
2.512E-02	9.211E-02	-5.438E-03	
1.995E-02	9.361E-02	-6.298E-03	
1.585E-02	9.482E-02	-7.891E-03	
1.259E-02	9.575E-02	-9.723E-03	
1.000E-02	9.641E-02	-1.134E-02	
