frequency,gamma
3.16227766016838,8.11267702325204e-19
3.05439094195302,3.44867834183356e-18
2.9501849707239,1.42056033550856e-17
2.84953417126098,5.67003227009298e-17
2.7523172525659,2.1929598108463e-16
2.65841706169809,8.21855862787357e-16
2.56772044259759,2.9845658103937e-15
2.48011809972439,1.05023868144921e-14
2.39550446634992,3.58110646048648e-14
2.31377757734202,1.18323249555996e-13
2.23483894629012,3.78833288111806e-13
2.15859344682242,1.17531230599475e-12
2.08494919797222,3.53336008453076e-12
2.01381745345521,1.02933060841892e-11
1.94511249472413,2.90574722549209e-11
1.87875152767221,7.94879222304609e-11
1.81465458286065,2.10712481208886e-10
1.75274441915008,5.41292328478956e-10
1.69294643061978,1.3475168852846e-09
1.63518855666249,3.25092860402092e-09
1.57940119514654,7.60088207099534e-09
1.5255171185406,1.72234142178291e-08
1.47347139289994,3.78261419056373e-08
1.4232012996167,8.05203340106042e-08
1.37464625983968,1.6614537289489e-07
1.32774776147277,3.32334159001252e-07
1.28244928866395,6.44478601771698e-07
1.23869625369984,1.21182832194298e-06
1.19643593122385,2.20971687940723e-06
1.15561739469856,3.90816548055677e-06
1.11619145503583,6.70570837055985e-06
1.07811060132059,1.11651991817645e-05
1.04132894355703,1.80458298326424e-05
1.00580215736804,2.83231945443366e-05
0.971487430581342,4.31878427304787e-05
0.93834341163795,6.40133866233964e-05
0.906330159760748,9.22886179090978e-05
0.875409096823163,0.000129514301851695
0.845542960859919,0.000177073372348074
0.816695761163857,0.000236091104023541
0.788832734914711,0.000307306870333697
0.761920305287561,0.000390979054886141
0.735926040990498,0.000486838749236228
0.71081861718273,0.000594097361122228
0.686567777726039,0.000711501464806445
0.663144298724095,0.00083741925877861
0.640519953305687,0.000969940006730412
0.618667477609444,0.00110697145876068
0.597560537929042,0.00124632813545815
0.577173698979317,0.00138581123392682
0.557482393245025,0.00152328473882654
0.538462891375337,0.00165675043381694
0.520092273588364,0.00178441854346328
0.502348402051282,0.00190476468209453
0.485209894202748,0.00201656168101118
0.46865609698547,0.00211887846194482
0.452667061957886,0.00221104594904139
0.437223521254941,0.0022925983699685
0.422306864369017,0.0023632035491493
0.407899115723009,0.00242259640257808
0.393982913008553,0.00247052687726178
0.380541486263263,0.00250672948771431
0.367558637661806,0.00253091823111429
0.355018721996422,0.00254280802528551
0.3429066278234,0.00254216050988872
0.331207759252766,0.00252884695161147
0.319908018359255,0.00250291482649008
0.308993788193356,0.00246464016670793
0.298451916371975,0.00241454819102475
0.288269699228923,0.00235339158025127
0.278434866506145,0.00228208741863829
0.268935566567227,0.00220162616037231
0.259760352115381,0.00211297443185395
0.250898166398678,0.00201699536045455
0.242338329885916,0.00191440566220527
0.234070527397063,0.00180578032708749
0.226084795672778,0.00169160618781981
0.218371511368,0.00157237662967846
0.21092137945518,0.00144871162210409
0.203725422023136,0.00132148032775451
0.196774967458073,0.00119189891940819
0.190061639993699,0.0010615761843063
0.183577349617863,0.000932486245418542
0.177314282323548,0.000806861642023645
0.171264890692461,0.000687018413839149
0.165421884799886,0.000575142442973825
0.159778223429838,0.000473077241585521
0.154327105589918,0.00038215370717631
0.14906196231566,0.000303091907539962
0.143976448754488,0.000235987307251932
0.139064436519738,0.000180374819365596
0.134320006305542,0.000135349302826292
0.129737440753661,9.97140908533112e-05
0.125311217563687,7.21302779649701e-05
0.1210360028383,5.12467289938538e-05
0.116906644655554,3.58007959356702e-05
0.112918166860475,2.46894221696985e-05
0.10906576306845,1.70176732064108e-05
0.105344790873212,1.21360628663188e-05
0.10175076625243,9.67957293625279e-06
0.0982793581641572,9.62051913221502e-06
0.0949263833276346,1.2344697532869e-05
0.0916878011821547,1.87554406023218e-05
0.0885597090179145,3.04030026823503e-05
0.0855383372729865,4.96270785548056e-05
0.0826200449907429,7.96891714763401e-05
0.079801315432257,0.000124861278190126
0.077078751838396,0.000190431551224557
0.074449073336497,0.000282590301662262
0.0719091109866946,0.000408173888429778
0.0694558039631345,0.00057426969401866
0.0670861958654722,0.00078771814499281
0.064797431156211,0.00105457896386366
0.0625867517195873,0.00137964780138391
0.0604514935378545,0.00176610721899837
0.0583890834809625,0.00221536999069107
0.0563970362057628,0.00272712894893726
0.0544729511610016,0.00329957986690908
0.0526145096944946,0.00392974853532319
0.0508194722589941,0.00461384212244888
0.0490856757133843,0.00534755970013638
0.0474110307159497,0.0061263278574691
0.0457935192065781,0.00694545869210532
0.0442311919748616,0.00780024544901161
0.0427221663111673,0.00868601141213374
0.0412646237378447,0.00959811711700636
0.0398568078178377,0.0105319220422704
0.0384970220380598,0.0114826990589729
0.0371836277649809,0.0124455129386364
0.0359150422699641,0.0134150889934269
0.0346897368219707,0.0143857035003381
0.0335062348453361,0.0153511199143131
0.0323631101403967,0.0163045803607317
0.0312589851648234,0.0172388523819324
0.0301925293735898,0.0181463337635149
0.029162457615576,0.0190192289254578
0.028167528584875,0.0198498140250889
0.027206543324935,0.0206307903311277
0.0262783437837363,0.0213556855159551
0.0253818114182605,0.0220192171199763
0.0245158658465704,0.0226175083577861
0.0236794635458776,0.0231480640000801
0.0228715965950265,0.0236094732861659
0.0220912914598817,0.0240008858946543
0.0213376078201539,0.0243213746213379
0.0206096374362503,0.0245693314599642
0.0199065030547846,0.0247420381325308
0.0192273573514277,0.0248355197015352
0.018571381909825,0.0248447455572562
0.0179377862353489,0.0247641914734028
0.0173258068025001,0.0245887150970217
