freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.060E-01	-5.950E-04	
7.943E+02	1.064E-01	-8.949E-04	
6.310E+02	1.065E-01	-1.261E-03	
5.012E+02	1.069E-01	-1.506E-03	
3.981E+02	1.072E-01	-1.485E-03	
3.162E+02	1.074E-01	-1.394E-03	
2.512E+02	1.076E-01	-1.482E-03	
1.995E+02	1.079E-01	-1.590E-03	
1.585E+02	1.082E-01	-1.542E-03	
1.259E+02	1.086E-01	-1.456E-03	
1.000E+02	1.088E-01	-1.341E-03	
7.943E+01	1.090E-01	-1.402E-03	
6.310E+01	1.093E-01	-1.252E-03	
5.200E+01	1.094E-01	-1.164E-03	
3.981E+01	1.094E-01	-1.156E-03	
3.162E+01	1.098E-01	-8.783E-04	
2.512E+01	1.100E-01	-8.098E-04	
1.995E+01	1.098E-01	-7.940E-04	
1.585E+01	1.101E-01	-6.274E-04	
1.259E+01	1.102E-01	-4.832E-04	
1.000E+01	1.102E-01	-9.137E-04	
7.943E+00	1.104E-01	-4.487E-04	
6.310E+00	1.102E-01	-4.499E-04	
5.012E+00	1.105E-01	-9.260E-05	
3.981E+00	1.104E-01	-1.481E-04	
3.162E+00	1.104E-01	-5.289E-04	
2.512E+00	1.103E-01	-9.236E-04	
1.995E+00	1.104E-01	-3.930E-04	
1.585E+00	1.104E-01	-3.563E-04	
1.259E+00	1.104E-01	-5.626E-04	
1.000E+00	1.105E-01	-6.263E-04	
7.943E-01	1.105E-01	-6.749E-04	
6.310E-01	1.107E-01	-6.752E-04	
5.012E-01	1.107E-01	-6.313E-04	
3.981E-01	1.109E-01	-8.052E-04	
3.162E-01	1.110E-01	-9.496E-04	
2.512E-01	1.111E-01	-1.173E-03	
1.995E-01	1.113E-01	-1.395E-03	
1.585E-01	1.114E-01	-1.627E-03	
1.259E-01	1.116E-01	-1.800E-03	
1.000E-01	1.119E-01	-2.106E-03	
7.943E-02	1.120E-01	-2.468E-03	
6.310E-02	1.124E-01	-2.767E-03	
5.012E-02	1.127E-01	-3.145E-03	
3.981E-02	1.130E-01	-3.614E-03	
3.162E-02	1.134E-01	-4.141E-03	
2.512E-02	1.139E-01	-4.834E-03	
1.995E-02	1.144E-01	-5.397E-03	
1.585E-02	1.151E-01	-6.413E-03	
1.259E-02	1.158E-01	-7.275E-03	
1.000E-02	1.167E-01	-8.229E-03	
