frequency,gamma
3162.27766016838,2.10572545517509e-10
3077.60005277838,4.72136495922697e-10
2995.18989245149,1.03840701344919e-09
2914.98646282665,2.2402777617119e-09
2836.93067336974,4.74100417622736e-09
2760.96501583811,9.84176572524907e-09
2687.03352191097,2.00405632142927e-08
2615.08172195422,4.00295803679165e-08
2545.05660488951,7.84307498266421e-08
2476.90657913791,1.50739097792238e-07
2410.5814346094,2.84184031550992e-07
2346.03230571013,5.25542261285055e-07
2283.21163534035,9.53344432518001e-07
2222.07313985626,1.69639209025581e-06
2162.57177497023,2.96098943550511e-06
2104.663702564,5.06969335976668e-06
2048.30625839061,8.51453119001921e-06
1993.45792064115,1.40272973899508e-05
1940.07827935325,2.26684321360275e-05
1888.12800663868,3.59338025190466e-05
1837.56882770823,5.58751992984831e-05
1788.36349267243,8.52254314665705e-05
1740.47574909742,0.000127512730864027
1693.87031529562,0.000187142359188613
1648.5128543317,0.000269416920754447
1604.36994872453,0.000380462494597869
1561.40907582661,0.00052702722330298
1519.59858386273,0.000716124384247174
1478.90766861025,0.000954504740274949
1439.30635070385,0.00124796363993809
1400.76545354798,0.00160051588795681
1363.25658182079,0.00201350291207768
1326.75210055361,0.00248472740129686
1291.22511477066,0.00300773418275294
1256.64944967399,0.00357136607355213
1222.99963135896,0.00415971427643601
1190.25086804612,0.0047525516744021
1158.37903181569,0.00532628510322899
1127.36064083111,0.00585539484706354
1097.1728420386,0.00631425588705691
1067.79339432996,0.00667916826172334
1039.2006521563,0.00693037613353639
1011.37354958048,0.00705383736313497
984.291584756605,0.00704252331398274
957.934804825122,0.00689708152570691
932.283791212395,0.00662577433891738
907.319645323909,0.00624370156409194
883.023974620571,0.00577140893364278
859.378879067861,0.00523306071001091
836.366937947835,0.00465440224931946
813.971197024265,0.00406075015300013
792.175156051468,0.00347522429587109
770.962756617616,0.00291738419063803
750.318370313567,0.00240236297228375
730.226787218509,0.00194051873752692
710.673204693925,0.00153755716239224
691.643216477627,0.00119503029644
673.122802069825,0.000911088941928134
655.098316403411,0.000681360339029396
637.55647979084,0.00049983554842629
620.484368140212,0.000359676153105192
603.869403433345,0.000253881095772765
587.699344458815,0.000175785601141986
571.962277793139,0.000119390686054204
556.646609023472,7.95411401643321e-05
541.741054205318,5.1981330464506e-05
527.234631548997,3.33224699591612e-05
513.116653328722,2.09537227898261e-05
499.376718008328,1.29246686540979e-05
486.004702577853,7.82009191150449e-06
472.990755095332,4.64128795963737e-06
460.325287428293,2.70208742499757e-06
447.998968189625,1.5431016620645e-06
436.002715862602,8.644185843973e-07
424.32769211,4.74994664603968e-07
412.96529526238,2.56030289233314e-07
401.907153980738,1.35376899014205e-07
391.14512108885,7.02268677167396e-08
380.671267570778,3.57607335063353e-08
370.477876729097,1.79180107258303e-08
360.557438499559,8.92462844034967e-09
350.90264391799,4.60614844534601e-09
341.506379735351,2.82723975714554e-09
332.361723176991,2.62915217831236e-09
323.461936842243,3.8019056082022e-09
314.800463740581,6.74302958498454e-09
306.370922460706,1.25354297767847e-08
298.167102468992,2.32361283743322e-08
290.18295953382,4.24147202080426e-08
282.412611272445,7.60214334305762e-08
274.8503328171,1.3370214910845e-07
267.490552597149,2.30710331497437e-07
260.327848234196,3.90588262240992e-07
253.356942547096,6.48792896027721e-07
246.572699663948,1.05741211641229e-06
239.970121238205,1.69104014530278e-06
233.544342766097,2.6537421745082e-06
227.290630002667,4.08682911688438e-06
221.204375473782,6.17688598804679e-06
215.281095081534,9.16317120848269e-06
209.516424800546,1.33431701329621e-05
203.906117462742,1.90748080453765e-05
198.446039628207,2.67736869617722e-05
193.132168539846,3.69037932648854e-05
187.960589159582,4.99605013650839e-05
182.92749128392,6.64454055752123e-05
178.029166736747,8.68335198097438e-05
173.262006637308,0.000111534587708047
168.622498741326,0.000140851464265951
164.107224853334,0.000174939531288987
159.712858308287,0.000213771651452854
155.436161520616,0.000257113057732673
151.273983598912,0.000304509733929929
147.223258024477,0.000355292337334751
143.281000392043,0.000408595776326075
139.444306210989,0.000463392540069886
135.710348765432,0.000518536190395691
132.076377031619,0.00057281042181506
128.539713651092,0.00062497897814854
125.097752958117,0.000673832470462199
121.747959059945,0.000718229533756573
118.487863968465,0.000757131386239767
115.315065781898,0.000789630259050391
112.227226915177,0.000814972971098124
109.222072377708,0.000832580953539865
106.297388097255,0.000842067352367852
103.451019288704,0.000843250754134958
100.680868866506,0.000836164017882972
97.9848958996319,0.000821056075211948
95.3611141079035,0.000798384653042916
92.8075903985806,0.000768798718366576
90.3224434421414,0.000733110834786143
87.9038422861973,0.00069226117581475
85.5500050065238,0.000647276228707811
83.2591973942127,0.000599225901029437
81.02973167798,0.00054918265583484
78.8599652806865,0.000498185522542182
76.7482996091555,0.000447210620879358
74.693178876396,0.000397148551734333
72.6930889553642,0.000348787987922885
70.746556263418,0.000302804257591622
68.8521466766427,0.000259751700826687
67.0084644732485,0.000220058980552081
65.214151305261,0.000184027119704929
63.4678851977476,0.000151830570697094
61.7683795748408,0.000123521906395907
60.1143823118438,9.90406649065356e-05
58.5046748127169,7.82265108549573e-05
56.9380711122666,6.083631394891e-05
55.4134170023768,4.65641568537671e-05
53.9295891816357,3.50628266886442e-05
52.485494427735,2.59651258705536e-05
51.0800687920287,1.89033959593288e-05
49.7122768156609,1.35259507614186e-05
48.3811107666823,9.50958056540781e-06
47.085589897596,6.56781457404928e-06
45.8247597227837,4.45511572008402e-06
44.5976913152801,2.96755931741277e-06
43.4034806223789,1.94077786320585e-06
42.2412477995641,1.24603660118837e-06
41.110136562278,7.85262188075553e-07
40.0093135550458,4.85718586736228e-07
38.9379677374944,2.948520424517e-07
37.8953097868119,1.75647263611951e-07
36.8805715162075,1.0267612207803e-07
35.8930053089435,5.88932271699228e-08
34.9318835675224,3.31443821795895e-08
33.9964981776239,1.83015997368422e-08
33.0861599863955,9.9151740886662e-09
32.2001982947135,5.27088941456269e-09
31.3379603630403,2.75078923285821e-09
30.4988109305128,1.41254259362479e-09
29.6821317469086,7.20700474794518e-10
28.8873211171459,3.80213197366474e-10
28.1137934579788,2.37092488477889e-10
27.3609788665644,2.22684448302942e-10
26.6283227005826,3.26935852261575e-10
25.915285169598,5.92877697571923e-10
25.2213409373656,1.1300320004974e-09
24.5459787347847,2.149284059157e-09
23.8887009832173,4.02658814624048e-09
23.2490234278927,7.40818842444117e-09
22.6264747811293,1.33761322859045e-08
22.020596375109,2.36997247574483e-08
21.4309418239505,4.12057940528954e-08
20.8570766948303,7.03072326679244e-08
20.2985781879111,1.17733619175517e-07
19.7550348248404,1.93507535712631e-07
19.2260461455906,3.12202719522674e-07
18.7112224134166,4.9450260868877e-07
18.2101843277142,7.69047984143587e-07
17.7225627445672,1.17451965923618e-06
17.2479984047776,1.76184847788324e-06
16.7861416691785,2.59638556268606e-06
16.3366522610347,3.7598096785536e-06
15.8991990153405,5.35150743111584e-06
15.4734596348318,7.4891483665923e-06
15.0591204525307,1.03082012916541e-05
14.6558762006486,1.39602049459079e-05
14.2634297856779,1.86097112552657e-05
13.8814920695059,2.44299480490793e-05
13.5097816563897,3.15973765312755e-05
13.1480246856361,4.0285418872711e-05
12.7959546298318,5.06576784456538e-05
12.4533120984775,6.28609572753234e-05
12.11984464688,7.7018299666862e-05
11.7953065901612,9.32221869297007e-05
11.4794588222479,0.000111527921591391
11.1720686397083,0.000131947220265261
10.8729095703061,0.000154442118203005
10.5817612061449,0.000178919479706596
10.2984090412813,0.000205226668960785
10.0226443136853,0.000233149187462665
9.75426385143366,0.000262411226511024
9.49306992302126,0.000292680022830994
9.2388700916805,0.000323574590061033
8.99147707360223,0.000354678843746019
8.75070859995272,0.00038555843359986
8.51638728258564,0.00041577989477211
8.28834048334994,0.000444930201950157
8.06640018689716,0.000472634600608776
7.85040287689486,0.000498570769607347
7.64018941555458,0.000522477911560796
7.43560492638575,0.000544160152053578
7.23649868008916,0.000563484477791745
7.042723983506,0.000580374173861582
6.85413807154035,0.000594799195375062
6.67060200197589,0.000606765074414147
6.49198055310913,0.000616301850883857
6.31814212412361,0.000623454218631543
6.14895863813196,0.000628273708198078
5.98430544781427,0.000630813374358261
5.82406124358305,0.000631125161954924
5.66810796420745,0.000629259881592189
5.51633070983069,0.000625269506301168
5.36861765731665,0.000619211276339609
5.22485997786319,0.000611152877885904
5.08495175682176,0.000601177785319067
4.94878991566379,0.00058938978934806
4.81627413603682,0.00057591582793949
4.68730678585409,0.000560906507425413
4.56179284736334,0.000544534105974142
4.43963984714166,0.000526988301848854
4.32075778796497,0.000508470255825099
4.2050590825018,0.000489185908960596
4.09245848878262,0.000469339389310839
3.98287304739713,0.000449127269771092
3.87622202037323,0.000428734149544092
3.77242683169262,0.000408329732231996
3.67141100939934,0.000388067323364645
3.57310012925838,0.000368083514683271
3.47742175992304,0.000348498765191836
3.38430540957051,0.000329418600570506
3.29368247396649,0.000310935190992996
3.20548618592042,0.00029312909898848
3.11965156609421,0.000276071001353213
3.03611537512822,0.000259823191901556
2.95481606704907,0.000244440686828947
2.87569374392519,0.000229971801088293
2.79869011173654,0.000216458147824754
2.72374843742598,0.000203934120878162
2.65081350710073,0.000192426026623456
2.57983158535308,0.000181951107084597
2.51075037567043,0.000172516720689372
2.44351898190534,0.000164119914988918
2.37808787077743,0.00015674754812242
2.31440883537929,0.000150377015038223
2.25243495965967,0.000144977536097288
2.1921205838577,0.000140511890940441
2.13342127086266,0.000136938441361778
2.0762937734746,0.000134213284772829
2.0206960025416,0.000132292407218415
1.96658699595024,0.000131133749017916
1.91392688844643,0.000130699142636738
1.86267688226437,0.000130956118817417
1.81279921854194,0.000131879595011985
1.76425714950161,0.000133453457084375
1.71701491137615,0.000135672024345604
1.67103769805942,0.000138541357454476
1.62629163546268,0.000142080339538572
1.58274375655757,0.000146321443803954
1.54036197708738,0.000151311103414703
1.49911507192873,0.000157109623776268
1.45897265208617,0.000163790620116866
1.41990514230288,0.000171440016562516
1.38188375927083,0.000180154696684949
1.34488049042443,0.000190040939798916
1.3088680733021,0.000201212803795388
1.27381997546034,0.000213790618131984
1.23971037492582,0.000227899726663089
