freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.219E-01	-7.746E-04	
7.943E+02	1.222E-01	-1.017E-03	
6.310E+02	1.221E-01	-1.288E-03	
5.012E+02	1.227E-01	-1.458E-03	
3.981E+02	1.229E-01	-1.586E-03	
3.162E+02	1.230E-01	-1.368E-03	
2.512E+02	1.234E-01	-1.663E-03	
1.995E+02	1.238E-01	-1.593E-03	
1.585E+02	1.240E-01	-1.560E-03	
1.259E+02	1.242E-01	-1.613E-03	
1.000E+02	1.246E-01	-1.498E-03	
7.943E+01	1.249E-01	-1.269E-03	
6.310E+01	1.251E-01	-1.313E-03	
5.200E+01	1.252E-01	-1.369E-03	
3.981E+01	1.253E-01	-9.416E-04	
3.162E+01	1.256E-01	-1.109E-03	
2.512E+01	1.260E-01	-9.407E-04	
1.995E+01	1.259E-01	-7.685E-04	
1.585E+01	1.255E-01	-5.852E-04	
1.259E+01	1.261E-01	-8.046E-04	
1.000E+01	1.262E-01	-5.522E-04	
7.943E+00	1.263E-01	-7.936E-04	
6.310E+00	1.259E-01	-2.154E-04	
5.012E+00	1.257E-01	-7.870E-04	
3.981E+00	1.261E-01	-2.105E-04	
3.162E+00	1.261E-01	-5.974E-04	
2.512E+00	1.263E-01	-3.732E-04	
1.995E+00	1.264E-01	-2.906E-04	
1.585E+00	1.261E-01	-5.899E-04	
1.259E+00	1.263E-01	-8.277E-04	
1.000E+00	1.265E-01	-5.865E-04	
7.943E-01	1.267E-01	-7.313E-04	
6.310E-01	1.266E-01	-8.315E-04	
5.012E-01	1.266E-01	-8.229E-04	
3.981E-01	1.269E-01	-1.025E-03	
3.162E-01	1.270E-01	-1.296E-03	
2.512E-01	1.271E-01	-1.428E-03	
1.995E-01	1.273E-01	-1.744E-03	
1.585E-01	1.275E-01	-2.062E-03	
1.259E-01	1.277E-01	-2.336E-03	
1.000E-01	1.280E-01	-2.848E-03	
7.943E-02	1.284E-01	-3.327E-03	
6.310E-02	1.287E-01	-3.809E-03	
5.012E-02	1.290E-01	-4.462E-03	
3.981E-02	1.294E-01	-5.071E-03	
3.162E-02	1.298E-01	-5.850E-03	
2.512E-02	1.305E-01	-6.961E-03	
1.995E-02	1.312E-01	-8.257E-03	
1.585E-02	1.319E-01	-9.628E-03	
1.259E-02	1.329E-01	-1.106E-02	
1.000E-02	1.343E-01	-1.303E-02	
