freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.011E-01	-6.275E-04	
7.943E+02	1.013E-01	-9.713E-04	
6.310E+02	1.015E-01	-1.374E-03	
5.012E+02	1.018E-01	-1.541E-03	
3.981E+02	1.021E-01	-1.648E-03	
3.162E+02	1.024E-01	-1.735E-03	
2.512E+02	1.027E-01	-1.849E-03	
1.995E+02	1.030E-01	-1.914E-03	
1.585E+02	1.033E-01	-1.999E-03	
1.259E+02	1.036E-01	-2.070E-03	
1.000E+02	1.039E-01	-2.125E-03	
7.943E+01	1.043E-01	-1.737E-03	
6.310E+01	1.046E-01	-1.820E-03	
5.200E+01	1.049E-01	-1.924E-03	
3.981E+01	1.052E-01	-2.039E-03	
3.162E+01	1.055E-01	-2.169E-03	
2.512E+01	1.058E-01	-2.258E-03	
1.995E+01	1.061E-01	-2.437E-03	
1.585E+01	1.064E-01	-2.598E-03	
1.259E+01	1.068E-01	-2.832E-03	
1.000E+01	1.071E-01	-3.012E-03	
7.943E+00	1.075E-01	-3.347E-03	
6.310E+00	1.081E-01	-3.488E-03	
5.012E+00	1.086E-01	-3.874E-03	
3.981E+00	1.092E-01	-4.131E-03	
3.162E+00	1.098E-01	-4.324E-03	
2.512E+00	1.104E-01	-4.562E-03	
1.995E+00	1.112E-01	-4.714E-03	
1.585E+00	1.118E-01	-4.783E-03	
1.259E+00	1.127E-01	-4.898E-03	
1.000E+00	1.133E-01	-5.075E-03	
7.943E-01	1.141E-01	-5.243E-03	
6.310E-01	1.147E-01	-5.369E-03	
5.012E-01	1.147E-01	-4.851E-03	
3.981E-01	1.155E-01	-5.269E-03	
3.162E-01	1.160E-01	-5.803E-03	
2.512E-01	1.166E-01	-6.468E-03	
1.995E-01	1.175E-01	-7.195E-03	
1.585E-01	1.180E-01	-7.979E-03	
1.259E-01	1.189E-01	-9.143E-03	
1.000E-01	1.197E-01	-1.019E-02	
7.943E-02	1.206E-01	-1.177E-02	
6.310E-02	1.210E-01	-1.350E-02	
5.012E-02	1.222E-01	-1.551E-02	
3.981E-02	1.235E-01	-1.842E-02	
3.162E-02	1.243E-01	-2.253E-02	
2.512E-02	1.251E-01	-2.614E-02	
1.995E-02	1.265E-01	-3.062E-02	
1.585E-02	1.286E-01	-3.642E-02	
1.259E-02	1.315E-01	-4.380E-02	
1.000E-02	1.346E-01	-5.406E-02	
