freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.204E-01	-5.424E-04	
7.943E+02	1.208E-01	-8.959E-04	
6.310E+02	1.212E-01	-1.363E-03	
5.012E+02	1.213E-01	-1.303E-03	
3.981E+02	1.217E-01	-1.474E-03	
3.162E+02	1.220E-01	-1.410E-03	
2.512E+02	1.222E-01	-1.512E-03	
1.995E+02	1.224E-01	-1.595E-03	
1.585E+02	1.227E-01	-1.474E-03	
1.259E+02	1.230E-01	-1.425E-03	
1.000E+02	1.233E-01	-1.382E-03	
7.943E+01	1.235E-01	-1.254E-03	
6.310E+01	1.235E-01	-1.050E-03	
5.200E+01	1.239E-01	-1.024E-03	
3.981E+01	1.239E-01	-9.987E-04	
3.162E+01	1.241E-01	-7.557E-04	
2.512E+01	1.242E-01	-6.395E-04	
1.995E+01	1.243E-01	-6.153E-04	
1.585E+01	1.244E-01	-4.647E-04	
1.259E+01	1.243E-01	-6.952E-04	
1.000E+01	1.245E-01	-5.363E-04	
7.943E+00	1.244E-01	-4.893E-04	
6.310E+00	1.245E-01	-1.704E-04	
5.012E+00	1.241E-01	-8.761E-04	
3.981E+00	1.245E-01	-1.061E-03	
3.162E+00	1.248E-01	-1.384E-04	
2.512E+00	1.243E-01	-9.144E-04	
1.995E+00	1.247E-01	-2.095E-04	
1.585E+00	1.249E-01	-5.785E-04	
1.259E+00	1.248E-01	-5.906E-04	
1.000E+00	1.249E-01	-5.457E-04	
7.943E-01	1.250E-01	-6.350E-04	
6.310E-01	1.249E-01	-7.393E-04	
5.012E-01	1.251E-01	-5.811E-04	
3.981E-01	1.252E-01	-7.601E-04	
3.162E-01	1.255E-01	-1.021E-03	
2.512E-01	1.254E-01	-1.186E-03	
1.995E-01	1.257E-01	-1.364E-03	
1.585E-01	1.258E-01	-1.642E-03	
1.259E-01	1.260E-01	-1.905E-03	
1.000E-01	1.263E-01	-2.159E-03	
7.943E-02	1.266E-01	-2.476E-03	
6.310E-02	1.268E-01	-2.808E-03	
5.012E-02	1.271E-01	-3.238E-03	
3.981E-02	1.275E-01	-3.745E-03	
3.162E-02	1.278E-01	-4.238E-03	
2.512E-02	1.284E-01	-4.933E-03	
1.995E-02	1.289E-01	-5.586E-03	
1.585E-02	1.296E-01	-6.395E-03	
1.259E-02	1.306E-01	-7.361E-03	
1.000E-02	1.315E-01	-8.384E-03	
