freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.078E-01	-5.569E-04	
7.943E+02	1.079E-01	-6.991E-04	
6.310E+02	1.081E-01	-1.081E-03	
5.012E+02	1.084E-01	-1.195E-03	
3.981E+02	1.085E-01	-1.166E-03	
3.162E+02	1.089E-01	-1.449E-03	
2.512E+02	1.091E-01	-1.445E-03	
1.995E+02	1.093E-01	-1.461E-03	
1.585E+02	1.096E-01	-1.388E-03	
1.259E+02	1.098E-01	-1.310E-03	
1.000E+02	1.101E-01	-1.307E-03	
7.943E+01	1.103E-01	-1.067E-03	
6.310E+01	1.104E-01	-1.056E-03	
5.200E+01	1.105E-01	-9.977E-04	
3.981E+01	1.108E-01	-9.518E-04	
3.162E+01	1.110E-01	-6.975E-04	
2.512E+01	1.112E-01	-8.922E-04	
1.995E+01	1.111E-01	-8.956E-04	
1.585E+01	1.112E-01	-6.582E-04	
1.259E+01	1.112E-01	-5.423E-04	
1.000E+01	1.117E-01	-4.462E-04	
7.943E+00	1.112E-01	-5.219E-04	
6.310E+00	1.114E-01	-9.495E-04	
5.012E+00	1.112E-01	-3.883E-04	
3.981E+00	1.115E-01	-6.884E-04	
3.162E+00	1.115E-01	-2.336E-04	
2.512E+00	1.114E-01	-1.099E-03	
1.995E+00	1.116E-01	-5.675E-04	
1.585E+00	1.118E-01	-4.555E-04	
1.259E+00	1.117E-01	-5.426E-04	
1.000E+00	1.118E-01	-6.496E-04	
7.943E-01	1.119E-01	-7.399E-04	
6.310E-01	1.119E-01	-1.062E-03	
5.012E-01	1.120E-01	-8.152E-04	
3.981E-01	1.123E-01	-9.506E-04	
3.162E-01	1.123E-01	-1.266E-03	
2.512E-01	1.125E-01	-1.529E-03	
1.995E-01	1.127E-01	-1.723E-03	
1.585E-01	1.130E-01	-2.084E-03	
1.259E-01	1.132E-01	-2.281E-03	
1.000E-01	1.135E-01	-2.722E-03	
7.943E-02	1.138E-01	-3.095E-03	
6.310E-02	1.141E-01	-3.435E-03	
5.012E-02	1.146E-01	-4.053E-03	
3.981E-02	1.148E-01	-4.605E-03	
3.162E-02	1.155E-01	-5.338E-03	
2.512E-02	1.161E-01	-5.998E-03	
1.995E-02	1.169E-01	-6.967E-03	
1.585E-02	1.176E-01	-7.991E-03	
1.259E-02	1.188E-01	-8.906E-03	
1.000E-02	1.202E-01	-1.024E-02	
