frequency,gamma
3162.27766016838,2.3048172423635e-10
3077.60005277838,5.16775980400177e-10
2995.18989245149,1.13658615053874e-09
2914.98646282665,2.45209117845221e-09
2836.93067336974,5.18925586649072e-09
2760.96501583811,1.0772283387233e-08
2687.03352191097,2.19353551192821e-08
2615.08172195422,4.38142906093511e-08
2545.05660488951,8.58462075802337e-08
2476.90657913791,1.64991153445965e-07
2410.5814346094,3.11053017055653e-07
2346.03230571013,5.75231145363052e-07
2283.21163534035,1.0434810865674e-06
2222.07313985626,1.85678229316251e-06
2162.57177497023,3.24094458213257e-06
2104.663702564,5.54902190139239e-06
2048.30625839061,9.31956169745139e-06
1993.45792064115,1.53535480176978e-05
1940.07827935325,2.48116833635936e-05
1888.12800663868,3.93312658238715e-05
1837.56882770823,6.11580785363749e-05
1788.36349267243,9.32833116725987e-05
1740.47574909742,0.00013956878376238
1693.87031529562,0.000204836264468599
1648.5128543317,0.000294889707873959
1604.36994872453,0.000416434400537227
1561.40907582661,0.000576856507327873
1519.59858386273,0.000783832395829893
1478.90766861025,0.00104475109891311
1439.30635070385,0.00136595590279977
1400.76545354798,0.00175184120331254
1363.25658182079,0.00220387525728997
1326.75210055361,0.0027196530027255
1291.22511477066,0.00329210894412597
1256.64944967399,0.0039090310110875
1222.99963135896,0.004553006263981
1190.25086804612,0.00520189515564182
1158.37903181569,0.00582987383920248
1127.36064083111,0.00640900976487405
1097.1728420386,0.00691125512370138
1067.79339432996,0.00731066917410232
1039.2006521563,0.00758562820684334
1011.37354958048,0.00772076242865935
984.291584756605,0.00770837866063213
957.934804825122,0.00754918566586004
932.283791212395,0.00725222697138654
907.319645323909,0.00683403004210976
883.023974620571,0.00631708316500189
859.378879067861,0.0057278352812514
836.366937947835,0.00509446591471668
813.971197024265,0.00444468529673599
792.175156051468,0.00380379923628423
770.962756617616,0.00319321655568696
750.318370313567,0.00262950119510725
730.226787218509,0.00212399058690438
710.673204693925,0.00168292986643005
691.643216477627,0.00130801782617347
673.122802069825,0.000997230430745823
655.098316403411,0.000745781485336302
637.55647979084,0.00054709391841205
620.484368140212,0.000393682755422041
603.869403433345,0.000277885004248863
587.699344458815,0.000192405749517756
571.962277793139,0.000130678817187973
556.646609023472,8.70615829267973e-05
541.741054205318,5.6896052830183e-05
527.234631548997,3.64730374217997e-05
513.116653328722,2.29348519595055e-05
499.376718008328,1.41466681189882e-05
486.004702577853,8.55946467949049e-06
472.990755095332,5.08011167230326e-06
460.325287428293,2.95756387846466e-06
447.998968189625,1.68899841299502e-06
436.002715862602,9.46147064620939e-07
424.32769211,5.19903357182758e-07
412.96529526238,2.80234989885721e-07
401.907153980738,1.4817094450787e-07
391.14512108885,7.6854141920865e-08
380.671267570778,3.91141024487013e-08
370.477876729097,1.95518945882233e-08
360.557438499559,9.64013965064836e-09
350.90264391799,4.77358192393599e-09
341.506379735351,2.54512923916669e-09
332.361723176991,1.77319376672927e-09
323.461936842243,1.98329360586947e-09
314.800463740581,3.16771870063619e-09
306.370922460706,5.72804174215219e-09
298.167102468992,1.05599358995504e-08
290.18295953382,1.92783902515149e-08
282.412611272445,3.46110676195695e-08
274.8503328171,6.10124983911709e-08
267.490552597149,1.05573846379927e-07
260.327848234196,1.79321694608752e-07
253.356942547096,2.99012257131442e-07
246.572699663948,4.89530542648329e-07
239.970121238205,7.86992144043278e-07
233.544342766097,1.24261334426777e-06
227.290630002667,1.92735936468926e-06
221.204375473782,2.93730019202569e-06
215.281095081534,4.39950250699989e-06
209.516424800546,6.47817425320884e-06
203.906117462742,9.38066962426725e-06
198.446039628207,1.3362873363364e-05
193.132168539846,1.87334289211099e-05
187.960589159582,2.5856262469256e-05
182.92749128392,3.51508791282504e-05
178.029166736747,4.70899501959771e-05
173.262006637308,6.21937413290854e-05
168.622498741326,8.10209215945794e-05
164.107224853334,0.000104155226898106
159.712858308287,0.000132187345028556
155.436161520616,0.000165691303733011
151.273983598912,0.000205194681568741
147.223258024477,0.000251142252226108
143.281000392043,0.000303853331745855
139.444306210989,0.000363474175451715
135.710348765432,0.000429928204279732
132.076377031619,0.000502868421801754
128.539713651092,0.00058163777279185
125.097752958117,0.000665243975021679
121.747959059945,0.000752355137953261
118.487863968465,0.000841321025482996
115.315065781898,0.00093022214504169
112.227226915177,0.00101694528648506
109.222072377708,0.00109928030901668
106.297388097255,0.00117502966127462
103.451019288704,0.00124212006685407
100.680868866506,0.00129870552458575
97.9848958996319,0.00134325236965646
95.3611141079035,0.00137460027032806
92.8075903985806,0.00139199696388457
90.3224434421414,0.0013951083407092
87.9038422861973,0.0013840083071312
85.5500050065238,0.00135915414170123
83.2591973942127,0.00132135270825937
81.02973167798,0.0012717212725121
78.8599652806865,0.00121164449219772
76.7482996091555,0.00114272722389401
74.693178876396,0.00106674177197
72.6930889553642,0.000985568412288997
70.746556263418,0.000901129349077374
68.8521466766427,0.000815318240586196
67.0084644732485,0.000729929397382928
65.214151305261,0.00064659207832487
63.4678851977476,0.000566715559089048
61.7683795748408,0.000491449725294531
60.1143823118438,0.000421664070977614
58.5046748127169,0.000357945619700644
56.9380711122666,0.000300613968800416
55.4134170023768,0.000249749855655766
53.9295891816357,0.00020523264505625
52.485494427735,0.00016678199994146
51.0800687920287,0.000133999584297831
49.7122768156609,0.000106407689810508
48.3811107666823,8.34828743262167e-05
47.085589897596,6.46837926457561e-05
45.8247597227837,4.94732256788485e-05
44.5976913152801,3.73348168659231e-05
43.4034806223789,2.77852380627185e-05
42.2412477995641,2.03825164664555e-05
41.110136562278,1.47311590141557e-05
40.0093135550458,1.04845939165365e-05
38.9379677374944,7.34536125637289e-06
