freq. /Hz	Z1 /ohm	Z2 /ohm	
1.000E+03	1.063E-01	-6.340E-04	
7.943E+02	1.062E-01	-6.172E-04	
6.310E+02	1.063E-01	-1.024E-03	
5.012E+02	1.067E-01	-1.195E-03	
3.981E+02	1.067E-01	-1.158E-03	
3.162E+02	1.072E-01	-1.354E-03	
2.512E+02	1.075E-01	-1.414E-03	
1.995E+02	1.077E-01	-1.403E-03	
1.585E+02	1.080E-01	-1.415E-03	
1.259E+02	1.082E-01	-1.300E-03	
1.000E+02	1.085E-01	-1.241E-03	
7.943E+01	1.087E-01	-1.044E-03	
6.310E+01	1.089E-01	-1.079E-03	
5.200E+01	1.090E-01	-1.025E-03	
3.981E+01	1.092E-01	-8.722E-04	
3.162E+01	1.092E-01	-5.036E-04	
2.512E+01	1.094E-01	-7.427E-04	
1.995E+01	1.095E-01	-7.398E-04	
1.585E+01	1.097E-01	-6.206E-04	
1.259E+01	1.096E-01	-6.210E-04	
1.000E+01	1.098E-01	-4.528E-04	
7.943E+00	1.095E-01	-4.954E-04	
6.310E+00	1.099E-01	-1.133E-05	
5.012E+00	1.098E-01	-6.970E-04	
3.981E+00	1.100E-01	-3.343E-04	
3.162E+00	1.097E-01	-4.430E-04	
2.512E+00	1.100E-01	-2.454E-04	
1.995E+00	1.100E-01	-5.045E-04	
1.585E+00	1.101E-01	-5.092E-04	
1.259E+00	1.102E-01	-6.827E-04	
1.000E+00	1.102E-01	-6.463E-04	
7.943E-01	1.101E-01	-8.778E-04	
6.310E-01	1.103E-01	-9.899E-04	
5.012E-01	1.103E-01	-8.416E-04	
3.981E-01	1.106E-01	-9.785E-04	
3.162E-01	1.108E-01	-1.317E-03	
2.512E-01	1.109E-01	-1.614E-03	
1.995E-01	1.111E-01	-1.830E-03	
1.585E-01	1.112E-01	-2.171E-03	
1.259E-01	1.115E-01	-2.554E-03	
1.000E-01	1.119E-01	-2.834E-03	
7.943E-02	1.122E-01	-3.392E-03	
6.310E-02	1.126E-01	-3.847E-03	
5.012E-02	1.128E-01	-4.413E-03	
3.981E-02	1.134E-01	-4.981E-03	
3.162E-02	1.139E-01	-5.850E-03	
2.512E-02	1.145E-01	-6.730E-03	
1.995E-02	1.153E-01	-7.902E-03	
1.585E-02	1.160E-01	-9.212E-03	
1.259E-02	1.172E-01	-1.041E-02	
1.000E-02	1.186E-01	-1.202E-02	
